"id","imdbID","r1","r2","r3"
"499","tt0094744","tt0091059","tt0104437","tt0409011"
"500","tt0094746","tt0061722","tt0119942","tt0096463"
"501","tt0094747","tt1742044","tt1616195","tt2179136"
"502","tt0094761","tt0093629","tt0163983","tt0114852"
"503","tt0094799","tt0087722","tt0089798","tt0070509"
"504","tt0094824","tt0079813","tt0112499","tt0109067"
"505","tt0094828","tt0110963","tt0113987","tt0114272"
"506","tt0094846","tt0114885","tt0113101","tt0113845"
"507","tt0094884","tt0110391","tt0119896","tt0114369"
"508","tt0094889","tt0116695","tt0093640","tt0105813"
"509","tt0094894","tt0099797","tt0064276","tt0092997"
"510","tt0094898","tt0109254","tt0092546","tt0080455"
"511","tt0097125","tt1226273","tt0113189","tt0113870"
"512","tt0090887","tt0331933","tt0108333","tt0101757"
"513","tt0094921","tt0073107","tt0097790","tt0110099"
"514","tt0094933","tt0108255","tt0199626","tt0072973"
"515","tt0094961","tt0118956","tt0091499","tt0098503"
"516","tt0094963","tt0098097","tt0070355","tt0080377"
"517","tt0095031","tt0104452","tt0131325","tt0103241"
"518","tt0092929","tt0083851","tt0092637","tt0102722"
"519","tt0095088","tt0112896","tt0099700","tt0093220"
"520","tt0095107","tt0101821","tt0092974","tt0099512"
"521","tt0095119","tt0084434","tt0109642","tt0118971"
"522","tt0095145","tt0113243","tt0112602","tt0110475"
"523","tt0095169","tt0109021","tt0091790","tt0100507"
"524","tt0095174","tt0109579","tt0104779","tt0071315"
"525","tt0095178","tt0113851","tt0108002","tt0091217"
"526","tt0095243","tt0110638","tt0080549","tt0278435"
"527","tt0095253","tt0109891","tt0113228","tt0091790"
"528","tt0095288","tt0113986","tt0102598","tt0294870"
"529","tt0095304","tt0110148","tt0098625","tt0087075"
"530","tt0095326","tt0088161","tt0101701","tt0082763"
"531","tt0095334","tt0070294","tt0081738","tt0072951"
"532","tt0095360","tt1113829","tt0084156","tt0236216"
"533","tt0095409","tt0088847","tt0425055","tt0106834"
"534","tt0095484","tt0111686","tt0113409","tt0075005"
"535","tt0095488","tt0091142","tt0096029","tt0080360"
"536","tt0095489","tt0118617","tt0096787","tt0084649"
"537","tt0095519","tt0112602","tt0104905","tt0091445"
"538","tt0095599","tt0083611","tt0091164","tt0113305"
"539","tt0095638","tt0081283","tt0146984","tt0891527"
"540","tt0095654","tt0097276","tt0087747","tt0090966"
"541","tt0095662","tt0090685","tt0089208","tt0110857"
"542","tt0095687","tt0110516","tt0107478","tt0117104"
"543","tt0095774","tt0105811","tt0144117","tt0086508"
"544","tt0095801","tt0114319","tt0112302","tt0110877"
"545","tt0095853","tt0102011","tt0092890","tt0210616"
"546","tt0095963","tt0099044","tt0083511","tt0116830"
"547","tt0095990","tt0089907","tt0090837","tt0139414"
"548","tt0089907","tt0095990","tt0090837","tt0139414"
"549","tt0084296","tt0109120","tt0100240","tt0120595"
"550","tt0096018","tt0107057","tt0050083","tt0119783"
"551","tt0096029","tt0066579","tt0092580","tt0095488"
"552","tt0096037","tt0120888","tt0120770","tt0104695"
"553","tt0096071","tt0114825","tt0111686","tt0087800"
"554","tt0096098","tt0119395","tt0120347","tt0099005"
"555","tt0096101","tt0110006","tt0111070","tt0112435"
"556","tt0091949","tt0086567","tt0112499","tt0106292"
"557","tt0096163","tt0119375","tt0108473","tt0107497"
"558","tt0096180","tt0099850","tt0113627","tt0109340"
"559","tt0096193","tt0055972","tt0072081","tt0078163"
"560","tt0096251","tt0114690","tt0051418","tt0026138"
"561","tt0096256","tt0228333","tt0114852","tt0116225"
"562","tt0096280","tt0099776","tt0114702","tt0174268"
"563","tt0096289","tt0455805","tt0114885","tt0113321"
"564","tt0096294","tt0080408","tt0089343","tt0083906"
"565","tt0096316","tt0071360","tt0078788","tt0097965"
"566","tt0096320","tt0110216","tt0087332","tt0097428"
"567","tt0096380","tt0112642","tt0111070","tt0111454"
"568","tt0096425","tt0090605","tt0118583","tt0089489"
"569","tt0096426","tt0104409","tt0108517","tt0114825"
"570","tt0096454","tt0083806","tt0111712","tt0083798"
"571","tt0096486","tt0110892","tt0113041","tt0114319"
"572","tt0096794","tt0073195","tt0075860","tt0072226"
"573","tt0088708","tt0092548","tt0112864","tt0113071"
"574","tt0092548","tt0088708","tt0096804","tt0080707"
"575","tt0096804","tt0092548","tt0080707","tt1289406"
"576","tt0096913","tt0099371","tt0140282","tt0132245"
"577","tt0096926","tt0119896","tt0119053","tt0218839"
"578","tt0096928","tt0108333","tt0113862","tt0115433"
"579","tt0096933","tt0212985","tt0758774","tt2193215"
"580","tt0096943","tt0109450","tt0117918","tt0105812"
"581","tt0096945","tt0109444","tt0145681","tt0105112"
"582","tt0096976","tt0106379","tt0085859","tt0093225"
"583","tt0097027","tt0106519","tt0094226","tt0086250"
"584","tt0097044","tt0105417","tt0098966","tt0110737"
"585","tt0097138","tt0105698","tt0084749","tt0238552"
"586","tt0097142","tt0093565","tt0094137","tt0098966"
"587","tt0097236","tt0112346","tt0113347","tt0113321"
"588","tt0097235","tt0102492","tt0069282","tt0081375"
"589","tt0097243","tt0109635","tt0082096","tt0128278"
"590","tt0097257","tt0086856","tt0182295","tt0084648"
"591","tt0085475","tt0071772","tt0080863","tt0113862"
"592","tt0097276","tt0087747","tt0078444","tt0069808"
"593","tt0097289","tt0071853","tt0085959","tt0079470"
"594","tt0097328","tt0107057","tt0119783","tt0120683"
"595","tt0097334","tt0087985","tt0099587","tt0073906"
"596","tt0097336","tt0190861","tt0087553","tt0091530"
"597","tt0097435","tt0071569","tt0095599","tt0098575"
"598","tt0097438","tt0107999","tt0102798","tt0083967"
"599","tt0096870","tt0115783","tt0272338","tt1201167"
"600","tt0097457","tt0092654","tt0117631","tt0093378"
"601","tt0097458","tt0087799","tt0103924","tt0106273"
"602","tt0097478","tt0092718","tt0256415","tt0086618"
"603","tt0097481","tt0115438","tt0123964","tt0114681"
"604","tt0097500","tt0097239","tt0150377","tt0111712"
"605","tt0097531","tt0094336","tt0376136","tt0104549"
"606","tt0097567","tt0120620","tt0109198","tt0105699"
"607","tt0097579","tt0094082","tt0070077","tt0114307"
"608","tt0097607","tt0085234","tt0090570","tt0113277"
"609","tt0097613","tt0104006","tt0112688","tt0107969"
"610","tt0097635","tt0338135","tt0107447","tt0090985"
"611","tt0097637","tt0093418","tt0329200","tt0110475"
"612","tt0097659","tt0114576","tt0111438","tt0107889"
"613","tt0097714","tt0082176","tt0106453","tt0765432"
"614","tt0097722","tt0109021","tt0100507","tt0095169"
"615","tt0097731","tt0106292","tt0117705","tt0112760"
"616","tt0097737","tt0089880","tt0080603","tt0108358"
"617","tt0097758","tt0104431","tt0116151","tt0113538"
"618","tt0097770","tt0102614","tt0111255","tt0119099"
"619","tt0097778","tt0100050","tt0112697","tt0120770"
"620","tt0097790","tt0094921","tt0111732","tt0092718"
"621","tt0097815","tt0110442","tt0107889","tt0116130"
"622","tt0097858","tt0116365","tt0103873","tt0110005"
"623","tt0097883","tt0048918","tt0120184","tt0120902"
"624","tt0097892","tt0108174","tt0110099","tt0110074"
"625","tt0097965","tt0104466","tt0075686","tt0079522"
"626","tt0097967","tt0091828","tt0118859","tt0093137"
"627","tt0098022","tt0089276","tt0107468","tt0113362"
"628","tt0098051","tt0094602","tt0106977","tt0120787"
"629","tt0098073","tt0064002","tt0065988","tt0092842"
"630","tt0098097","tt0094963","tt0080377","tt0110475"
"631","tt0098141","tt0094961","tt0093780","tt0082949"
"632","tt0098180","tt0087727","tt0087298","tt0858433"
"633","tt0163025","tt0458339","tt0317648","tt0102803"
"634","tt0265029","tt0093857","tt0113097","tt0119109"
"635","tt0222851","tt1462667","tt0119250","tt0363226"
"636","tt0162346","tt0307987","tt0364955","tt0109508"
"637","tt0248845","tt0367027","tt0115951","tt0116442"
"638","tt0133152","tt0096895","tt0103776","tt0116996"
"639","tt0237539","tt1403144","tt0113228","tt0112346"
"640","tt0123948","tt0286751","tt0094822","tt0086154"
"641","tt0243655","tt0811106","tt0430922","tt1655460"
"642","tt0098188","tt0096487","tt0093185","tt0120383"
"643","tt0098193","tt0090837","tt0087799","tt0100814"
"644","tt0098194","tt0072281","tt0073012","tt0086393"
"645","tt0098206","tt0133985","tt0108238","tt0104346"
"646","tt0098219","tt0113490","tt0094347","tt0111201"
"647","tt0098253","tt0067866","tt0071615","tt2301592"
"648","tt0098260","tt0114287","tt0269095","tt0108330"
"649","tt0098261","tt0083869","tt0072856","tt0105289"
"650","tt0098273","tt0115907","tt0107497","tt0120749"
"651","tt0098282","tt0075223","tt0118577","tt0093690"
"652","tt0098308","tt0085970","tt0089543","tt0102517"
"653","tt0098319","tt0113269","tt0060086","tt0085478"
"654","tt0098320","tt0114825","tt0111686","tt0087800"
"655","tt0098343","tt0085891","tt0054698","tt0078721"
"656","tt0098347","tt0117791","tt0120835","tt0093512"
"657","tt0098356","tt0117247","tt0425055","tt0824758"
"658","tt0098385","tt0099994","tt0107899","tt0110916"
"659","tt0094035","tt0098524","tt0102945","tt0113845"
"660","tt0098436","tt0118689","tt0253126","tt0110939"
"661","tt0098439","tt0089941","tt0233142","tt0113845"
"662","tt0098442","tt0117102","tt0110443","tt0110971"
"663","tt0098471","tt0119038","tt0449851","tt0243493"
"664","tt0098519","tt0092105","tt0088000","tt0103184"
"665","tt0098536","tt0090713","tt0110939","tt0108160"
"666","tt0098546","tt0112346","tt0114011","tt0113347"
"667","tt0098554","tt0088128","tt0093748","tt0101635"
"668","tt0098577","tt0119453","tt0114825","tt0109592"
"669","tt0098621","tt0266452","tt0117008","tt0094142"
"670","tt0098622","tt0091223","tt0489018","tt0082418"
"671","tt0098663","tt0112302","tt0110687","tt0125454"
"672","tt0098678","tt0094072","tt0113228","tt0112346"
"673","tt0108517","tt0104409","tt0096426","tt0098622"
"674","tt0108539","tt0098627","tt0093493","tt0112642"
"675","tt0101465","tt0116827","tt0080310","tt0111187"
"676","tt0087089","tt0068646","tt0071562","tt0099674"
"677","tt0087428","tt0109306","tt0090583","tt0083678"
"678","tt0116604","tt0054152","tt0106341","tt0425308"
"679","tt0078490","tt0071532","tt0092997","tt0082416"
"680","tt0083366","tt0110478","tt0107983","tt0108333"
"681","tt0218922","tt0123865","tt0172627","tt0111495"
"682","tt0247638","tt0368933","tt0091653","tt0163187"
"683","tt0266915","tt0293564","tt0120812","tt0119695"
"684","tt0094868","tt0209933","tt1100048","tt0318742"
"685","tt0056059","tt0040724","tt0031762","tt0061619"
"686","tt0077288","tt0080489","tt0078122","tt0114885"
"687","tt0080489","tt0077288","tt0078122","tt0114885"
"688","tt0060668","tt0057261","tt0107468","tt0026752"
"689","tt0064782","tt0048380","tt0049038","tt0061439"
"690","tt0075213","tt0079116","tt0066819","tt0069865"
"691","tt0108323","tt0112373","tt0107472","tt0108515"
"692","tt0064285","tt0053198","tt0055032","tt0082370"
"693","tt0080360","tt0091142","tt0095488","tt0087100"
"694","tt0080377","tt0080472","tt0098097","tt0077523"
"695","tt0080408","tt0096294","tt0083906","tt0069995"
"696","tt0252866","tt0239949","tt0163651","tt1605630"
"697","tt0181739","tt0383010","tt0109686","tt0116778"
"698","tt0230600","tt0117883","tt0369702","tt2226417"
"699","tt0244000","tt0181316","tt0399327","tt0292506"
"700","tt0250202","tt0280424","tt0841044","tt0114885"
"701","tt0250323","tt1932767","tt0108260","tt0387059"
"702","tt0261983","tt1452628","tt0800241","tt0119778"
"703","tt0238112","tt0138097","tt0443559","tt1226753"
"704","tt0250687","tt0113071","tt0099653","tt0091877"
"705","tt0168446","tt0230783","tt0273108","tt2675914"
"706","tt0251141","tt0448564","tt0114885","tt0113277"
"707","tt0258470","tt0109361","tt0263757","tt0409011"
"708","tt0256524","tt0107507","tt0065063","tt0158371"
"709","tt0261392","tt0424345","tt0109445","tt0118842"
"710","tt0228333","tt0096256","tt0114852","tt0116225"
"711","tt0234829","tt0160862","tt0186975","tt0112346"
"712","tt0221799","tt0099653","tt0335119","tt0385267"
"713","tt0208196","tt0119778","tt0114113","tt0120878"
"714","tt0203166","tt0150662","tt0300140","tt0114885"
"715","tt0255653","tt0112346","tt0113347","tt0113321"
"716","tt0263488","tt0301470","tt0114168","tt0838247"
"717","tt0184791","tt0252480","tt1151359","tt0104779"
"718","tt0219400","tt0120797","tt0212380","tt0114885"
"719","tt0103596","tt0106611","tt0219854","tt0109015"
"720","tt0109015","tt0103596","tt0112255","tt0114658"
"721","tt0112255","tt0103596","tt0109015","tt0112760"
"722","tt0081114","tt0095583","tt0100107","tt0092632"
"723","tt0092147","tt0110329","tt0114825","tt0109592"
"724","tt0070917","tt0113690","tt0112643","tt0111686"
"725","tt0246544","tt0318081","tt0114576","tt0113071"
"726","tt0202470","tt1079444","tt0113862","tt0104868"
"727","tt0269341","tt2784678","tt0114885","tt0113819"
"728","tt0238066","tt0449121","tt0112646","tt0107472"
"729","tt0200427","tt0126604","tt0210149","tt0064652"
"730","tt0242587","tt1216491","tt1135095","tt0097108"
"731","tt0250809","tt0118966","tt0092618","tt0115645"
"732","tt0047795","tt0017925","tt0061810","tt1167660"
"733","tt0221218","tt0115645","tt0109446","tt0107798"
"734","tt0180734","tt0477051","tt0763831","tt0139699"
"735","tt0229340","tt0110413","tt0113305","tt0109374"
"736","tt0273253","tt0114885","tt0113101","tt0113845"
"737","tt0118589","tt0092890","tt0119225","tt0210616"
"738","tt0139654","tt1210042","tt0455944","tt0120008"
"739","tt0243759","tt1227926","tt0091419","tt0059287"
"740","tt0255321","tt0117002","tt0099703","tt0118064"
"741","tt0264578","tt0076578","tt0280105","tt0089852"
"742","tt0082416","tt0078490","tt0054269","tt0071532"
"743","tt0070294","tt0081738","tt0095334","tt0071424"
"744","tt0102316","tt1321860","tt0113321","tt0118884"
"745","tt0079579","tt0099014","tt0027286","tt0054198"
"746","tt0071994","tt0074285","tt0099165","tt0074991"
"747","tt0067921","tt0109439","tt0107004","tt0110353"
"748","tt0053559","tt0053363","tt0051744","tt0059297"
"749","tt0082770","tt0088931","tt0069808","tt0114885"
"750","tt0058092","tt0051658","tt0032599","tt0029947"
"751","tt0053877","tt0051773","tt0050599","tt0062407"
"752","tt0052896","tt0030993","tt0055312","tt0027996"
"753","tt0051773","tt0053877","tt0050599","tt0045152"
"754","tt0057193","tt0061735","tt0053946","tt0046414"
"755","tt0029081","tt0053994","tt0050798","tt0066817"
"756","tt0033836","tt0035093","tt0036868","tt0027532"
"757","tt0053143","tt0059243","tt0054698","tt0092666"
"758","tt0067588","tt0076070","tt0086383","tt0072926"
"759","tt0055312","tt0030993","tt0027996","tt0040834"
"760","tt0050933","tt0048491","tt0052225","tt0048380"
"761","tt0108473","tt0112643","tt0162661","tt0105665"
"762","tt0086312","tt0091188","tt0100395","tt0472062"
"763","tt0076172","tt0110148","tt0109506","tt0112817"
"764","tt0079766","tt0092580","tt0102178","tt0116745"
"765","tt0091993","tt0116571","tt0088763","tt0120478"
"766","tt0044207","tt0042369","tt0043090","tt0054594"
"767","tt0260866","tt0119468","tt0114660","tt2312718"
"768","tt0252501","tt0120834","tt0117631","tt0926380"
"769","tt0196229","tt0110950","tt0115798","tt0359950"
"770","tt0206314","tt0118040","tt0105226","tt0110308"
"771","tt0273799","tt0952640","tt0119303","tt0158811"
"772","tt0240890","tt0358135","tt0119670","tt0141907"
"773","tt0080437","tt0056234","tt0052354","tt0057495"
"774","tt0058283","tt1465505","tt0116095","tt0108181"
"775","tt0080474","tt0078767","tt0061512","tt0087932"
"776","tt0080492","tt0110877","tt0084865","tt0099334"
"777","tt0080516","tt0120841","tt0107983","tt0069198"
"778","tt0080520","tt0082163","tt0078446","tt0087042"
"779","tt0080549","tt0454776","tt0095243","tt0110638"
"780","tt0080569","tt0113451","tt0067116","tt0160797"
"781","tt0080603","tt0097737","tt0113690","tt0112643"
"782","tt0080634","tt0078227","tt0086397","tt0083133"
"783","tt0080641","tt0093137","tt0118859","tt0097967"
"784","tt0219965","tt0105629","tt0483726","tt0486674"
"785","tt0250310","tt0113243","tt0112602","tt0110475"
"786","tt0108148","tt0080179","tt1425257","tt0113957"
"787","tt0243255","tt0348529","tt0304678","tt0194314"
"788","tt0166924","tt0090756","tt0460829","tt0116922"
"789","tt0206963","tt0092699","tt0114885","tt0113537"
"790","tt0164917","tt0216651","tt0119273","tt0385700"
"791","tt0166110","tt0114608","tt0111323","tt0115783"
"792","tt0066999","tt0062824","tt0074483","tt0090859"
"793","tt0067093","tt0070239","tt0115725","tt0061811"
"794","tt0102555","tt0111454","tt0120514","tt0294594"
"795","tt0072979","tt0069089","tt0075936","tt0111127"
"796","tt0120681","tt0107554","tt0112819","tt0179074"
"797","tt0272020","tt0158583","tt0208874","tt0999913"
"798","tt0200027","tt0110971","tt0099077","tt0117372"
"799","tt0263101","tt0814022","tt0325655","tt0425430"
"800","tt0217355","tt0120594","tt0087803","tt0379889"
"801","tt0246628","tt0090037","tt2582846","tt0112346"
"802","tt0256103","tt0110963","tt0112365","tt0125128"
"803","tt0243017","tt1065073","tt0112471","tt0120238"
"804","tt0272152","tt0113243","tt0106339","tt0120520"
"805","tt0279286","tt0110366","tt0160236","tt0158622"
"806","tt0245674","tt0288477","tt0113690","tt0054215"
"807","tt0246578","tt0405336","tt0118564","tt0138304"
"808","tt0253126","tt0110939","tt0098436","tt0119951"
"809","tt0264796","tt0352277","tt0105001","tt0763840"
"810","tt0243133","tt0116282","tt0100150","tt0086979"
"811","tt0249478","tt0107497","tt0098273","tt0115907"
"812","tt0198781","tt0120363","tt0266543","tt0435761"
"813","tt0267804","tt0116839","tt0117688","tt0120685"
"814","tt0275719","tt0112471","tt0381681","tt2209418"
"815","tt0252503","tt0360009","tt0102048","tt0118548"
"816","tt0256380","tt0332047","tt0109686","tt0116778"
"817","tt0080130","tt0090655","tt0092632","tt0163983"
"818","tt0241527","tt0295297","tt0814255","tt0104431"
"819","tt0234354","tt0114681","tt0115734","tt0109093"
"820","tt0265087","tt0147800","tt0097289","tt0486946"
"821","tt0253798","tt0116483","tt0111094","tt0116168"
"822","tt0266987","tt1111422","tt0112740","tt0108399"
"823","tt0256009","tt0104029","tt2554274","tt0457430"
"824","tt0247425","tt0404203","tt0242193","tt0465538"
"825","tt0068168","tt0063808","tt0113277","tt0112819"
"826","tt0082558","tt0118688","tt0155711","tt0099582"
"827","tt0073233","tt0081547","tt0103772","tt0089153"
"828","tt0076221","tt0071853","tt0081633","tt0096764"
"829","tt0062994","tt0052618","tt0046250","tt0035093"
"830","tt0053472","tt0059592","tt0057869","tt0055572"
"831","tt0083630","tt0095863","tt0076759","tt0080684"
"832","tt0074899","tt0071110","tt0060490","tt0071455"
"833","tt0076342","tt0068323","tt0386792","tt0083987"
"834","tt0052415","tt0046816","tt0037522","tt0037101"
"835","tt0035140","tt0038461","tt0044364","tt0051911"
"836","tt0024264","tt0032904","tt0041090","tt0026266"
"837","tt0076299","tt0073540","tt0097165","tt0120382"
"838","tt0075824","tt0068361","tt0071487","tt0055601"
"839","tt0084809","tt0110478","tt0089218","tt0078346"
"840","tt0060437","tt0058150","tt0070328","tt0071807"
"841","tt0080661","tt0082085","tt0120832","tt0074991"
"842","tt0080707","tt0113277","tt0112819","tt0113972"
"843","tt0080716","tt0084503","tt0101605","tt0111001"
"844","tt0080736","tt0067065","tt0076210","tt0102975"
"845","tt0080738","tt0115862","tt0071315","tt0115495"
"846","tt0080745","tt0102975","tt0098382","tt0088170"
"847","tt0052564","tt0042393","tt0058530","tt0032412"
"848","tt0074157","tt0073260","tt0070078","tt0076759"
"849","tt0074483","tt0066999","tt0086383","tt0077523"
"850","tt0076070","tt0086383","tt0072926","tt0118548"
"851","tt0100054","tt0082096","tt0164085","tt0068473"
"852","tt0054135","tt0038235","tt0053183","tt0031742"
"853","tt0093966","tt0090350","tt0072288","tt0077416"
"854","tt0081568","tt0071521","tt0109456","tt0094155"
"855","tt0086383","tt0076070","tt0072926","tt0118548"
"856","tt0159273","tt0377062","tt0467197","tt0292506"
"857","tt0242252","tt0375173","tt0092605","tt0110093"
"858","tt0282856","tt0109508","tt0218043","tt0236216"
"859","tt0193560","tt0406816","tt0117998","tt0116040"
"860","tt0240772","tt0349903","tt0496806","tt0114788"
"861","tt0270259","tt0448075","tt0396271","tt0116260"
"862","tt0050539","tt0048696","tt0045920","tt0046876"
"863","tt0283509","tt1217070","tt0114279","tt0113107"
"864","tt0037515","tt0061811","tt0046754","tt0051201"
"865","tt0020697","tt0023458","tt0021156","tt0026246"
"866","tt0087747","tt0097276","tt0078444","tt0069808"
"867","tt0066195","tt0112571","tt0100212","tt0076095"
"868","tt0211915","tt0344510","tt0101700","tt1149361"
"869","tt0277371","tt0165494","tt0770703","tt0114885"
"870","tt0259711","tt0116695","tt0098258","tt0125659"
"871","tt0280778","tt0465551","tt0368658","tt0114702"
"872","tt0283431","tt0105032","tt0108328","tt0084589"
"873","tt0259393","tt0382765","tt0105811","tt1924396"
"874","tt0265666","tt0362270","tt0115734","tt0128445"
"875","tt0101452","tt0112302","tt0118755","tt0096928"
"876","tt0090852","tt0071853","tt0066765","tt0081633"
"877","tt0052320","tt0092610","tt0052077","tt0047034"
"878","tt0060714","tt0054269","tt0063141","tt0078490"
"879","tt0088103","tt0074751","tt0091344","tt0072308"
"880","tt0084684","tt0084395","tt0111438","tt0090605"
"881","tt0086346","tt0102975","tt0098382","tt0088170"
"882","tt0278488","tt0328828","tt0387575","tt0384642"
"883","tt0268397","tt0429589","tt0190641","tt0210234"
"884","tt0279889","tt0111070","tt0119432","tt0101635"
"885","tt0035423","tt1013743","tt0105165","tt0821640"
"886","tt0120737","tt0167260","tt0167261","tt0360717"
"887","tt0268995","tt0111161","tt0120689","tt0081974"
"888","tt0268978","tt0352248","tt1578275","tt0091159"
"889","tt0051525","tt0053137","tt0061735","tt0053946"
"890","tt0027532","tt0033836","tt0041452","tt0028356"
"891","tt0064652","tt0068699","tt0210149","tt0200427"
"892","tt0036323","tt0034928","tt0031334","tt0040897"
"893","tt0068612","tt0104009","tt0077869","tt0111797"
"894","tt0071913","tt0119346","tt0158983","tt0068612"
"895","tt0063415","tt0075066","tt0078163","tt0084865"
"896","tt0052182","tt0048356","tt0056575","tt0055100"
"897","tt0058672","tt0054198","tt0048021","tt0040636"
"898","tt0051201","tt0040367","tt0053604","tt0050658"
"899","tt0248667","tt0113277","tt0140352","tt0369339"
"900","tt0265086","tt0119173","tt0094008","tt0103074"
"901","tt0086619","tt0117057","tt0102713","tt0070903"
"902","tt0280707","tt0110907","tt0108122","tt0116745"
"903","tt0277027","tt0109484","tt0118055","tt0111094"
"904","tt0285742","tt0371257","tt0103859","tt0120797"
"905","tt0120824","tt0114496","tt0102590","tt0402894"
"906","tt0045555","tt0045564","tt0049949","tt0027652"
"907","tt0048527","tt0041497","tt0109454","tt0108227"
"908","tt0074937","tt0078952","tt0096734","tt0088930"
"909","tt0057490","tt0061328","tt0067144","tt0043938"
"910","tt0273923","tt0120906","tt0473709","tt0256380"
"911","tt0237534","tt0112750","tt0082096","tt0164085"
"912","tt0099044","tt0083511","tt0092997","tt0095963"
"913","tt0109417","tt0308383","tt0116260","tt0104779"
"914","tt0100530","tt0108149","tt0089816","tt0253200"
"915","tt0103129","tt0107613","tt0116209","tt0117372"
"916","tt0066585","tt0112453","tt0114952","tt0114148"
"917","tt0077289","tt0076095","tt0098384","tt0085919"
"918","tt0048312","tt0033729","tt0045061","tt0027948"
"919","tt0083951","tt0077687","tt0084237","tt0079833"
"920","tt0082288","tt0101455","tt0092494","tt0076759"
"921","tt0087078","tt0089893","tt0060397","tt0071866"
"922","tt0080752","tt0085959","tt0304262","tt0113101"
"923","tt0080754","tt0065916","tt0227445","tt0070640"
"924","tt0160399","tt0114660","tt0119468","tt0260866"
"925","tt0240468","tt0112281","tt0119807","tt0112760"
"926","tt0281373","tt0368578","tt1258157","tt0109813"
"927","tt0083511","tt0099044","tt0092997","tt0095963"
"928","tt0243862","tt0329767","tt0164756","tt1563738"
"929","tt0109288","tt0110475","tt0106292","tt0109493"
"930","tt0085271","tt0067756","tt0062794","tt0052357"
"931","tt0106770","tt0116040","tt0192614","tt0116136"
"932","tt0071691","tt0145046","tt0075276","tt0068182"
"933","tt0145046","tt0071691","tt0427312","tt1683876"
"934","tt0066026","tt0071269","tt0110907","tt0108122"
"935","tt0087751","tt0110367","tt0119843","tt0079596"
"936","tt0060955","tt0116654","tt0090567","tt0075765"
"937","tt0055257","tt0047296","tt0057940","tt0044081"
"938","tt0245844","tt0102798","tt0114898","tt0110944"
"939","tt0265349","tt0137363","tt0108185","tt0308379"
"940","tt0281358","tt0395699","tt0427327","tt0098384"
"941","tt0276501","tt0446755","tt0112346","tt0114168"
"942","tt0270933","tt0210234","tt0293416","tt0388473"
"943","tt0293416","tt0270933","tt0388473","tt0084509"
"944","tt0250081","tt0114906","tt0808526","tt0147612"
"945","tt0106223","tt0110213","tt0110687","tt0112302"
"946","tt0097116","tt0280486","tt0293508","tt0112462"
"947","tt0087233","tt0120646","tt0083232","tt0113158"
"948","tt0047688","tt0062883","tt0050815","tt0062380"
"949","tt0188453","tt0113161","tt0114681","tt0107497"
"950","tt0046828","tt0048347","tt0037008","tt0053804"
"951","tt0101891","tt0093200","tt0092948","tt0107563"
"952","tt0078122","tt0072353","tt0098520","tt0420555"
"953","tt0072353","tt0078122","tt0098520","tt0420555"
"954","tt0050781","tt0112384","tt0110892","tt0056172"
"955","tt0265298","tt2692250","tt0349205","tt0383216"
"956","tt0233469","tt0105690","tt0120787","tt0094602"
"957","tt0246894","tt0093773","tt0112864","tt0095016"
"958","tt0265713","tt0112854","tt0910936","tt1228953"
"959","tt0109190","tt0100666","tt0112368","tt0096259"
"960","tt0024914","tt0045586","tt0031580","tt0035262"
"961","tt0027527","tt0031580","tt0026942","tt0035583"
"962","tt0028988","tt0041841","tt0031580","tt0024914"
"963","tt0085891","tt0098343","tt0078721","tt0054698"
"964","tt0086194","tt0084597","tt0109508","tt0236388"
"965","tt0107985","tt0112642","tt0113538","tt0109813"
"966","tt0108037","tt0116311","tt0112642","tt0110006"
"967","tt0069995","tt0083906","tt0067959","tt0096294"
"968","tt0275022","tt0112508","tt0209322","tt0106500"
"969","tt0251114","tt0117381","tt0119099","tt0488120"
"970","tt0251160","tt0332280","tt0426883","tt1078588"
"971","tt0247745","tt0486551","tt0331953","tt0119219"
"972","tt0107034","tt0124595","tt0102945","tt0087175"
"973","tt0253200","tt0108149","tt0089816","tt0100530"
"974","tt0060200","tt0057413","tt0057171","tt0058335"
"975","tt0044391","tt0043278","tt0049456","tt0037604"
"976","tt0060218","tt0057115","tt0046672","tt0051745"
"977","tt0068687","tt0093278","tt0111590","tt0114924"
"978","tt0054269","tt0082416","tt0060714","tt0078490"
"979","tt0069281","tt0053318","tt0039420","tt0046754"
"980","tt0075276","tt0065436","tt0071691","tt0080149"
"981","tt0067803","tt0078199","tt0102388","tt0054759"
"982","tt0070819","tt0062767","tt0090219","tt0049096"
"983","tt0055539","tt0043465","tt0037008","tt0046672"
"984","tt0050294","tt0050084","tt0051380","tt0049370"
"985","tt0259288","tt0315327","tt0119528","tt0129290"
"986","tt0238546","tt0112362","tt0160401","tt0110148"
"987","tt0207524","tt0120861","tt0119336","tt0105130"
"988","tt0291341","tt0094336","tt0134618","tt0105812"
"989","tt0265343","tt0114113","tt0808399","tt0102456"
"990","tt0275067","tt0380066","tt0454864","tt0113690"
"991","tt0074174","tt0068334","tt0120133","tt0086397"
"992","tt0077199","tt0075718","tt0112499","tt0109067"
"993","tt0075718","tt0103060","tt0077199","tt0112499"
"994","tt0061781","tt0059415","tt0125664","tt0079261"
"995","tt0059415","tt0061781","tt0125664","tt0098575"
"996","tt0216651","tt0107692","tt0328832","tt0275277"
"997","tt0050986","tt0060827","tt0050976","tt0069467"
