"","imdbID","r1","r2","r3"
"1705","tt0091223","tt0139414","tt0098622","tt0082418"
"1706","tt0093220","tt0112896","tt0099700","tt0107626"
"1707","tt0080801","tt0097443","tt0110093","tt0110478"
"1708","tt0097443","tt0080801","tt0113041","tt0114319"
"1709","tt0140796","tt0072653","tt0078790","tt0075200"
"1710","tt0118661","tt0113071","tt0114898","tt0111282"
"1711","tt0120703","tt0114885","tt0113851","tt0337579"
"1712","tt0120831","tt0775529","tt0114113","tt0110771"
"1713","tt0129923","tt0114702","tt0114887","tt0109454"
"1714","tt0116516","tt0295254","tt0804516","tt0497323"
"1715","tt0099763","tt0117202","tt0120890","tt0107473"
"1716","tt0063522","tt0109579","tt0104779","tt0071315"
"1717","tt0088323","tt0082096","tt0118571","tt0177971"
"1718","tt0100240","tt0109120","tt0084296","tt0120595"
"1719","tt0080391","tt0095989","tt0112302","tt0116151"
"1720","tt0094077","tt0091187","tt0253126","tt0081568"
"1721","tt0119517","tt0119361","tt0171580","tt0256276"
"1722","tt0124595","tt0107034","tt0102945","tt0087175"
"1723","tt0120611","tt0187738","tt0311429","tt0359013"
"1724","tt0120576","tt0090830","tt0108596","tt0120275"
"1725","tt0118301","tt0118604","tt0134630","tt0114885"
"1726","tt0120901","tt0107144","tt0117723","tt0314786"
"1727","tt0119778","tt0208196","tt0361862","tt0423977"
"1728","tt0120692","tt0160862","tt0157503","tt0144168"
"1729","tt0095709","tt0104812","tt0084726","tt0069113"
"1730","tt0094721","tt0089791","tt0367594","tt0121164"
"1731","tt0040746","tt0044079","tt0058329","tt0042004"
"1732","tt0074512","tt0052357","tt0048728","tt0046912"
"1733","tt0068611","tt0054215","tt0052357","tt0047396"
"1734","tt0065112","tt0052357","tt0047396","tt0032484"
"1735","tt0061107","tt0047396","tt0040746","tt0058329"
"1736","tt0058329","tt0047396","tt0040746","tt0025452"
"1737","tt0051207","tt0032976","tt0038787","tt0045897"
"1738","tt0049470","tt0047396","tt0052357","tt0040746"
"1739","tt0048750","tt0047396","tt0053125","tt0058329"
"1740","tt0045897","tt0046912","tt0044079","tt0032976"
"1741","tt0044079","tt0040746","tt0046912","tt0045897"
"1742","tt0042994","tt0044079","tt0047396","tt0038787"
"1743","tt0120577","tt0118762","tt0335013","tt0113158"
"1744","tt0119346","tt0277909","tt1013607","tt0100842"
"1745","tt0123324","tt0120094","tt0113896","tt0085482"
"1746","tt0119453","tt0112346","tt0113347","tt0113321"
"1747","tt0139564","tt0240913","tt0324133","tt0283832"
"1748","tt0096446","tt0112384","tt0101393","tt0104231"
"1749","tt0094226","tt0105217","tt0106519","tt0120832"
"1750","tt0120654","tt0102719","tt0120596","tt0156323"
"1751","tt0120724","tt0119013","tt0105399","tt0103285"
"1752","tt0119125","tt0114885","tt0113627","tt0114057"
"1753","tt0042004","tt0038787","tt0039694","tt0040746"
"1754","tt0039694","tt0042004","tt0038787","tt0040746"
"1755","tt0037017","tt0035279","tt0047396","tt0040746"
"1756","tt0036342","tt0047396","tt0040746","tt0061107"
"1757","tt0035279","tt0037017","tt0047396","tt0046912"
"1758","tt0033922","tt0038787","tt0048750","tt0042004"
"1759","tt0034248","tt0032976","tt0048728","tt0052357"
"1760","tt0031505","tt0053125","tt0039694","tt0046912"
"1761","tt0030341","tt0052357","tt0047396","tt0048728"
"1762","tt0029811","tt0038109","tt0017075","tt0052357"
"1763","tt0028212","tt0026029","tt0028231","tt0052357"
"1764","tt0028231","tt0026029","tt0025452","tt0052357"
"1765","tt0025452","tt0047396","tt0053125","tt0040746"
"1766","tt0023395","tt0052357","tt0032484","tt0048728"
"1767","tt0019702","tt0046912","tt0040746","tt0045897"
"1768","tt0018756","tt0023395","tt0074512","tt0048750"
"1769","tt0017075","tt0029811","tt0053125","tt0032976"
"1770","tt0128442","tt0105226","tt0097662","tt0110308"
"1771","tt0123755","tt0284978","tt0298482","tt1017460"
"1772","tt0124879","tt0182789","tt1185416","tt1480295"
"1773","tt0119934","tt0084489","tt0109021","tt0129290"
"1774","tt0075040","tt0073817","tt0107225","tt0102426"
"1775","tt0073817","tt0075040","tt0107225","tt0181875"
"1776","tt0081207","tt0108451","tt0107130","tt0110006"
"1777","tt0092699","tt0110097","tt0119822","tt0086425"
"1778","tt0096463","tt0111742","tt0061722","tt0119942"
"1779","tt0095593","tt0091983","tt0102926","tt0081150"
"1780","tt0098258","tt0105415","tt0368709","tt0116695"
"1781","tt0100212","tt0108442","tt0093936","tt0112571"
"1782","tt0100134","tt0086200","tt0113729","tt0112679"
"1783","tt0104412","tt0091578","tt0093913","tt1179258"
"1784","tt0105629","tt0483726","tt0093105","tt0219965"
"1785","tt0082172","tt0060453","tt0112714","tt0113247"
"1786","tt0084938","tt0109758","tt0100405","tt0101912"
"1787","tt0086756","tt0094791","tt0096639","tt0120570"
"1788","tt0086973","tt0045152","tt0050419","tt0056923"
"1789","tt0091680","tt0088794","tt0097530","tt0110099"
"1790","tt0090583","tt0758752","tt0110322","tt0113851"
"1791","tt0096073","tt0110148","tt0113409","tt0115963"
"1792","tt0098625","tt0095304","tt0104036","tt0118804"
"1793","tt0102558","tt0115851","tt0117119","tt0115641"
"1794","tt0101523","tt0099052","tt0084352","tt0112896"
"1795","tt0102469","tt0120618","tt0114746","tt0110588"
"1796","tt0104257","tt0092005","tt0098635","tt0160916"
"1797","tt0107211","tt0119558","tt0085549","tt0091635"
"1798","tt0120788","tt0114702","tt0117791","tt0118892"
"1799","tt0120776","tt0112857","tt0102592","tt0313443"
"1800","tt0120812","tt0266915","tt0293564","tt0367479"
"1801","tt0118736","tt0112760","tt0111301","tt0107362"
"1802","tt0120835","tt0117791","tt0093512","tt0200669"
"1803","tt0122690","tt0184858","tt0073018","tt0090567"
"1804","tt0146336","tt0242998","tt0113690","tt0054215"
"1805","tt0118863","tt0396269","tt1488555","tt1872194"
"1806","tt0126604","tt0111127","tt0173716","tt0082926"
"1807","tt0100594","tt0117737","tt0065571","tt0074084"
"1808","tt0109206","tt0127536","tt0414055","tt0084589"
"1809","tt0063850","tt0070464","tt0057578","tt0066921"
"1810","tt0047573","tt0047688","tt0028478","tt0062883"
"1811","tt0084787","tt0114852","tt0116225","tt0082340"
"1812","tt0105151","tt0110907","tt0108122","tt0073440"
"1813","tt0081554","tt0097965","tt0107507","tt0070707"
"1814","tt0099487","tt0319061","tt1077368","tt0109707"
"1815","tt0144604","tt0112346","tt0264464","tt1646980"
"1816","tt0120587","tt0165982","tt0351283","tt0327084"
"1817","tt0120823","tt0115678","tt0116041","tt0139414"
"1818","tt0120770","tt0112697","tt0217630","tt0097778"
"1819","tt0120889","tt0104812","tt0099653","tt0116669"
"1820","tt0063462","tt0072431","tt0094012","tt0071230"
"1821","tt0082517","tt0076141","tt0071230","tt0075222"
"1822","tt0104952","tt0104114","tt0190138","tt0088930"
"1823","tt0073440","tt0092580","tt0110907","tt0108122"
"1824","tt0139615","tt0114885","tt0113277","tt0113987"
"1825","tt0120701","tt0104868","tt0113862","tt0108333"
"1826","tt0122642","tt0119815","tt0115837","tt0116320"
"1827","tt0119670","tt0358135","tt0102014","tt0113133"
"1828","tt0086837","tt0120004","tt0114576","tt0111438"
"1829","tt0090830","tt0120576","tt0101746","tt0108596"
"1830","tt0080678","tt0166896","tt0090570","tt0083987"
"1831","tt0120603","tt0102926","tt0081150","tt0094089"
"1832","tt0144120","tt0387575","tt0227984","tt0329101"
"1833","tt0120791","tt0809504","tt0114682","tt0111094"
"1834","tt0147612","tt0114906","tt0250081","tt0362004"
"1835","tt0118636","tt0114814","tt0348505","tt0985699"
"1836","tt0120789","tt0329575","tt1392170","tt0116669"
"1837","tt0120157","tt0120804","tt0452608","tt1855325"
"1838","tt0150230","tt1210166","tt0379725","tt1100089"
"1839","tt0118799","tt0110570","tt0255477","tt0112346"
"1840","tt0124819","tt0158983","tt0372588","tt0115819"
"1841","tt0143874","tt0097493","tt0107665","tt0101393"
"1842","tt0100740","tt0114825","tt0110148","tt0109592"
"1843","tt0120877","tt0114852","tt0077651","tt0085333"
"1844","tt0120586","tt0110365","tt0227445","tt0266452"
"1845","tt0116481","tt0976247","tt0112373","tt0108515"
"1846","tt0120722","tt0401711","tt0092699","tt0102590"
"1847","tt0120684","tt0362269","tt3168230","tt0109450"
"1848","tt0133952","tt0115956","tt0097441","tt0325710"
"1849","tt0120484","tt0120888","tt0389860","tt1648179"
"1850","tt0127536","tt0414055","tt0109206","tt0808399"
"1851","tt0120879","tt0368794","tt0114323","tt0115951"
"1852","tt0130018","tt0119345","tt0113492","tt0112688"
"1853","tt0155753","tt0118073","tt0113755","tt0112302"
"1854","tt0119643","tt0421715","tt0110322","tt0099653"
"1855","tt0116488","tt0115951","tt0116442","tt0102014"
"1856","tt0089941","tt0098439","tt0093964","tt0113277"
"1857","tt0090934","tt0110367","tt0283084","tt0482629"
"1858","tt0073747","tt0086374","tt0120004","tt0079945"
"1859","tt0087932","tt0072912","tt0113845","tt0112442"
"1860","tt0091954","tt0110116","tt0109771","tt0106339"
"1861","tt0091538","tt0104036","tt0172396","tt0281820"
"1862","tt0099750","tt0114681","tt0115734","tt0109093"
"1863","tt0050783","tt0059229","tt0047528","tt0056801"
"1864","tt0085244","tt0140397","tt0082089","tt0113117"
"1865","tt0120660","tt0112740","tt0108399","tt0100485"
"1866","tt0134067","tt0337711","tt0213203","tt0114709"
"1867","tt0120623","tt0114709","tt0120363","tt0266543"
"1868","tt0120533","tt0079522","tt0104466","tt1182350"
"1869","tt0140888","tt0318462","tt0401711","tt0337692"
"1870","tt0120070","tt0114279","tt0113107","tt0114496"
"1871","tt0166396","tt0099654","tt0367594","tt0780511"
"1872","tt0154420","tt2106476","tt0273689","tt2935476"
"1873","tt0069089","tt0072979","tt0075936","tt0111127"
"1874","tt0045826","tt0047898","tt0052077","tt0037219"
"1875","tt0047034","tt0197521","tt0058379","tt0100998"
"1876","tt0087344","tt0090605","tt0102975","tt0098382"
"1877","tt0056142","tt0058379","tt0197521","tt0100998"
"1878","tt0024216","tt0041650","tt0023238","tt0032412"
"1879","tt0074751","tt0088103","tt0091344","tt0072308"
"1880","tt0091344","tt0074751","tt0070679","tt0118928"
"1881","tt0089017","tt0098309","tt0093477","tt0156841"
"1882","tt0089087","tt0112495","tt0068473","tt0082348"
"1883","tt0089155","tt0097366","tt0109480","tt0068334"
"1884","tt0097366","tt0089155","tt0109480","tt0068334"
"1885","tt0089893","tt0087078","tt0052365","tt0113855"
"1886","tt0091159","tt0110771","tt0131369","tt0098067"
"1887","tt0091541","tt0084370","tt0110516","tt0107478"
"1888","tt0090264","tt0082398","tt0086034","tt0093428"
"1889","tt0089489","tt0072271","tt0082427","tt0091276"
"1890","tt0087928","tt0092710","tt0116313","tt0124298"
"1891","tt0089822","tt0091777","tt0093756","tt0095882"
"1892","tt0091777","tt0089822","tt0093756","tt0095882"
"1893","tt0093756","tt0091777","tt0095882","tt0098105"
"1894","tt0095882","tt0098105","tt0093756","tt0110857"
"1895","tt0098105","tt0095882","tt0093756","tt0110857"
"1896","tt0120595","tt0109120","tt0100240","tt0084296"
"1897","tt0119304","tt0120631","tt0151738","tt0332047"
"1898","tt0165494","tt0277371","tt0114885","tt0113101"
"1899","tt0124198","tt0431197","tt0113161","tt0111127"
"1900","tt0155975","tt0363589","tt0842929","tt1179069"
"1901","tt0147004","tt0115744","tt0115951","tt0116442"
"1902","tt0120324","tt0114214","tt0120399","tt0102592"
"1903","tt0141109","tt0110006","tt0111070","tt0112435"
"1904","tt0120844","tt0117731","tt0111280","tt0253754"
"1905","tt0120794","tt0389790","tt1305591","tt1217209"
"1906","tt0128445","tt0362270","tt0838221","tt0115734"
"1907","tt0138097","tt0238112","tt1226753","tt1412386"
"1908","tt0039628","tt0052278","tt0032599","tt0065377"
"1909","tt0089961","tt0088206","tt0081534","tt0113497"
"1910","tt0098115","tt0113670","tt0108071","tt0069765"
"1911","tt0089767","tt0105695","tt0068699","tt0118548"
"1912","tt0089880","tt0090859","tt0095956","tt0097737"
"1913","tt0083944","tt0089880","tt0095956","tt0086508"
"1914","tt0095956","tt0089880","tt0106582","tt0083944"
"1915","tt0089370","tt0088011","tt0100232","tt0110478"
"1916","tt0088011","tt0089370","tt0088763","tt0096874"
"1917","tt0088933","tt0091159","tt0131369","tt0104231"
"1918","tt0094890","tt0267913","tt0081414","tt0112302"
"1919","tt0079817","tt0084602","tt0089927","tt0479143"
"1920","tt0084602","tt0079817","tt0089927","tt0479143"
"1921","tt0089927","tt0079817","tt0084602","tt0479143"
"1922","tt0100507","tt0075148","tt0109021","tt0079817"
"1923","tt0088930","tt0117608","tt0104952","tt0104114"
"1924","tt0090357","tt0120184","tt0105629","tt0219965"
"1925","tt0092173","tt0082969","tt0113117","tt0124298"
"1926","tt0090685","tt0089208","tt0130121","tt0095662"
"1927","tt0091188","tt0100395","tt0111742","tt0119942"
"1928","tt0091653","tt0163187","tt0087265","tt0101912"
"1929","tt0091024","tt0115847","tt0081280","tt0095050"
"1930","tt0087538","tt0097647","tt0091326","tt0110657"
"1931","tt0091326","tt0087538","tt0097647","tt0110657"
"1932","tt0097647","tt0087538","tt0091326","tt0110657"
"1933","tt0097958","tt0106387","tt0118661","tt0089670"
"1934","tt0128853","tt0108160","tt0117038","tt0110538"
"1935","tt0120706","tt0490499","tt0112495","tt0076009"
"1936","tt0120861","tt0109836","tt0105130","tt0243155"
"1937","tt0120863","tt0478304","tt1595656","tt0117093"
"1938","tt0133751","tt0116367","tt0462322","tt0113101"
"1939","tt0120751","tt0113820","tt0120389","tt0120856"
"1940","tt0041650","tt0024216","tt0023238","tt0032412"
"1941","tt0129290","tt0315327","tt0109040","tt0117218"
"1942","tt0120686","tt0107614","tt0113986","tt0092513"
"1943","tt0120633","tt0405676","tt0108065","tt0107004"
"1944","tt0142231","tt0109504","tt0104797","tt0107091"
"1945","tt0119336","tt0114113","tt0110955","tt0116269"
"1946","tt0120857","tt0116684","tt0061407","tt0078950"
"1947","tt0120514","tt0111454","tt0113987","tt0114272"
"1948","tt0118564","tt0080365","tt0099292","tt0449086"
"1949","tt0127722","tt0242193","tt0112641","tt0116260"
"1950","tt0120699","tt0117002","tt0094947","tt0091578"
"1951","tt0150915","tt0338427","tt0426627","tt0829098"
"1952","tt0145734","tt0114496","tt0120797","tt0114885"
"1953","tt0120391","tt0301684","tt1172206","tt0114885"
"1954","tt0132512","tt0113957","tt0352277","tt0101984"
"1955","tt0120710","tt0110148","tt0117039","tt0476964"
"1956","tt0139699","tt0477051","tt0292644","tt0763831"
"1957","tt0120458","tt0113010","tt0111503","tt0111003"
"1958","tt0093072","tt0116151","tt0113538","tt0108255"
"1959","tt0091225","tt0110478","tt0108333","tt0114048"
"1960","tt0093075","tt0112896","tt0099700","tt0093220"
"1961","tt0090768","tt0098442","tt0084756","tt0106701"
"1962","tt0051622","tt0042897","tt0031951","tt0034786"
"1963","tt0091064","tt0085407","tt0120907","tt0081455"
"1964","tt0097368","tt0091064","tt0114194","tt0114508"
"1965","tt0091875","tt0114576","tt0111438","tt0095897"
"1966","tt0090660","tt0102915","tt0399327","tt0110475"
"1967","tt0072271","tt0089489","tt0082427","tt0084516"
"1968","tt0092076","tt0084516","tt0089489","tt0072271"
"1969","tt0099994","tt0098385","tt0107899","tt0110916"
"1970","tt0110978","tt0101917","tt0138510","tt0097390"
"1971","tt0091877","tt0080339","tt0088286","tt0120741"
"1972","tt0090917","tt0114825","tt0111686","tt0087800"
"1973","tt0091605","tt0107497","tt0119210","tt0067309"
"1974","tt0091306","tt0113851","tt0110971","tt0117372"
"1975","tt0091738","tt0116669","tt0481797","tt0119978"
"1976","tt0090555","tt0092493","tt0231402","tt0101786"
"1977","tt0092493","tt0090555","tt0231402","tt0110478"
"1978","tt0092105","tt0098519","tt0103184","tt0088000"
"1979","tt0091991","tt0115676","tt0091223","tt0139414"
"1980","tt0090863","tt0081398","tt0112641","tt0075314"
"1981","tt0090567","tt0122690","tt0184858","tt0060955"
"1982","tt0091187","tt0118548","tt0309377","tt0100514"
"1983","tt0091055","tt0089421","tt0068408","tt0054953"
"1984","tt0092086","tt0090056","tt0117768","tt0102603"
"1985","tt0120683","tt0107057","tt0100442","tt0292963"
"1986","tt0151691","tt0110296","tt0212826","tt0099768"
"1987","tt0149151","tt0108551","tt0116731","tt0115951"
"1988","tt0112922","tt0488604","tt0113845","tt0112442"
"1989","tt0160862","tt0204175","tt0234829","tt0339034"
"1990","tt0054167","tt0033627","tt0037800","tt0040725"
"1991","tt0152548","tt0120722","tt0164810","tt0114885"
"1992","tt0120784","tt3569230","tt0304711","tt0398712"
"1993","tt0145893","tt0114168","tt0116669","tt0101775"
"1994","tt0138987","tt0114885","tt0113819","tt0118002"
"1995","tt0070544","tt0118040","tt0110678","tt0088846"
"1996","tt0124298","tt0160236","tt0109951","tt0117104"
"1997","tt0139462","tt0111693","tt0225071","tt0103251"
"1998","tt0120764","tt0110989","tt0109783","tt0109127"
"1999","tt0119207","tt0112346","tt0114011","tt0113347"
"2000","tt0155776","tt0113161","tt0112887","tt0111127"
"2001","tt0132477","tt0113497","tt0097523","tt0102803"
"2002","tt0151804","tt0387808","tt1225822","tt0115641"
"2003","tt0137338","tt0118842","tt0434139","tt0114885"
"2004","tt0134273","tt1674784","tt0109446","tt0117913"
"2005","tt0123209","tt0087265","tt0091653","tt0101912"
"2006","tt0120618","tt0118566","tt0102469","tt0087054"
"2007","tt0070334","tt0116745","tt0066026","tt0071269"
"2008","tt0098084","tt0105128","tt0116367","tt0114825"
"2009","tt0105128","tt0098084","tt0114194","tt0114608"
"2010","tt0106557","tt0113690","tt0110604","tt0113303"
"2011","tt0109415","tt0113690","tt0110604","tt0113303"
"2012","tt0085333","tt0120877","tt0096256","tt0228333"
"2013","tt0084412","tt0110771","tt0091159","tt0117438"
"2014","tt0051744","tt0053363","tt0059297","tt0053559"
"2015","tt0065377","tt0038279","tt0055871","tt0039628"
"2016","tt0071110","tt0074899","tt0071455","tt0060490"
"2017","tt0075648","tt0081400","tt0071110","tt0072308"
"2018","tt0072308","tt0064110","tt0077413","tt0060177"
"2019","tt0080354","tt0085382","tt0088889","tt0100232"
"2020","tt0070909","tt0082677","tt0088024","tt0120657"
"2021","tt0074812","tt0048960","tt0102975","tt0098382"
"2022","tt0063442","tt0065462","tt0067065","tt0066817"
"2023","tt0065462","tt0063442","tt0067065","tt0070355"
"2024","tt0069768","tt0068408","tt0067065","tt0091055"
"2025","tt0068408","tt0069768","tt0091055","tt0075263"
"2026","tt0067065","tt0069768","tt0080736","tt0063442"
"2027","tt0077189","tt0110657","tt0116000","tt0092099"
"2028","tt0071455","tt0071110","tt0075648","tt0072308"
"2029","tt0078740","tt0071110","tt0075648","tt0072308"
"2030","tt0078856","tt0069113","tt0055608","tt0073901"
"2031","tt0122933","tt0289848","tt0400525","tt0085995"
"2032","tt0142192","tt0116287","tt0090670","tt0098994"
"2033","tt0139134","tt0253867","tt0250081","tt0433400"
"2034","tt0120735","tt0208092","tt0365686","tt0291502"
"2035","tt0157208","tt1753813","tt0111495","tt0106471"
"2036","tt0159696","tt0114614","tt0128445","tt0385056"
"2037","tt0120646","tt0087233","tt0113158","tt0083232"
"2038","tt0144814","tt0105156","tt0114852","tt0106452"
"2039","tt0131646","tt0114898","tt0111282","tt0116629"
"2040","tt0057129","tt0037549","tt0043456","tt0055614"
"2041","tt0094964","tt0107468","tt0278731","tt0399146"
"2042","tt0107626","tt0112896","tt0099700","tt0093220"
"2043","tt0054443","tt0092610","tt0052077","tt0047034"
"2044","tt0056931","tt0047573","tt0051622","tt0036931"
"2045","tt0118665","tt0085334","tt0100053","tt0088001"
"2046","tt0141098","tt0110950","tt0116493","tt0119528"
"2047","tt0160429","tt0111333","tt0082406","tt0088814"
"2048","tt0129332","tt0110889","tt1270761","tt0113303"
"2049","tt0139668","tt0118548","tt0119668","tt0309377"
"2050","tt0118682","tt0397044","tt0113158","tt0109771"
"2051","tt0118892","tt0114702","tt0117791","tt0120788"
"2052","tt0049408","tt0047574","tt0031580","tt0042327"
"2053","tt0131369","tt0091159","tt0098067","tt1578275"
"2054","tt0120757","tt0114576","tt0112401","tt0113010"
"2055","tt0122906","tt0115744","tt0119743","tt0183503"
"2056","tt0120613","tt0434139","tt1244754","tt0107822"
"2057","tt0133093","tt0234215","tt0242653","tt1371111"
"2058","tt0147800","tt0186975","tt0265087","tt1022603"
"2059","tt0120274","tt0090636","tt0210717","tt0203009"
"2060","tt0129280","tt0112606","tt0161083","tt0119190"
"2061","tt0120449","tt0903627","tt0254199","tt0304678"
"2062","tt0119665","tt0272338","tt0114885","tt0114681"
"2063","tt0154506","tt0209144","tt0278504","tt0107497"
"2064","tt0139239","tt0117802","tt0356910","tt0113845"
"2065","tt0151738","tt0120631","tt0119304","tt0208003"
"2066","tt0105399","tt0119013","tt0120724","tt0089374"
"2067","tt0126250","tt0420087","tt0110907","tt0108122"
"2068","tt0133363","tt0254455","tt1263750","tt0125659"
"2069","tt0119219","tt0112722","tt0114345","tt0087553"
"2070","tt0123964","tt0110955","tt0115639","tt0221027"
"2071","tt0143261","tt0111418","tt0114885","tt0113537"
"2072","tt0136244","tt0114474","tt0120001","tt0105150"
"2073","tt0110570","tt0118799","tt0255477","tt0090967"
"2074","tt0125659","tt0117883","tt0133363","tt0369702"
"2075","tt0133189","tt0115639","tt0113613","tt0115951"
"2076","tt0120836","tt0118750","tt0437863","tt0113228"
"2077","tt0120797","tt0109831","tt0484740","tt0119008"
"2078","tt0126886","tt0115906","tt0257360","tt0375063"
"2079","tt0120907","tt0085407","tt0091064","tt0081455"
"2080","tt0137494","tt0120483","tt0108185","tt0298814"
"2081","tt0138510","tt0110329","tt1864288","tt0101917"
"2082","tt0162973","tt0114885","tt0113537","tt0115639"
"2083","tt0115669","tt0110299","tt0106473","tt0113952"
"2084","tt0138874","tt0112346","tt0114168","tt0114011"
"2085","tt0155388","tt0120176","tt0096259","tt0120202"
"2086","tt0037913","tt0051818","tt0029870","tt0042281"
"2087","tt0087799","tt0103924","tt0090837","tt0096454"
"2088","tt0090837","tt0098193","tt0087799","tt0139414"
"2089","tt0089652","tt0114658","tt0110478","tt0108333"
"2090","tt0099422","tt0077663","tt0120317","tt0120483"
"2091","tt0120616","tt0209163","tt0338526","tt0859163"
"2092","tt0118826","tt0205873","tt0114885","tt0114681"
"2093","tt0120865","tt0138946","tt0093073","tt0114885"
"2094","tt0115005","tt0174480","tt0114885","tt0113277"
"2095","tt0140379","tt0102951","tt0117247","tt0098356"
"2096","tt0165078","tt1371630","tt0408664","tt1087578"
"2097","tt0115693","tt0300620","tt0113326","tt0163579"
"2098","tt0138414","tt0061495","tt0054698","tt0111357"
"2099","tt0120915","tt0121765","tt0121766","tt0076759"
"2100","tt0166252","tt0113347","tt0112346","tt0113321"
"2101","tt0023245","tt0026663","tt0103874","tt0026138"
"2102","tt0053085","tt0051554","tt0050280","tt0052905"
"2103","tt0037098","tt0027948","tt0037549","tt0036931"
"2104","tt0037099","tt0036931","tt0081178","tt0056993"
"2105","tt0032818","tt0049516","tt0016641","tt0055018"
"2106","tt0035096","tt0038166","tt0034398","tt0040068"
"2107","tt0082766","tt0064573","tt0113987","tt0112641"
"2108","tt0078346","tt0081573","tt0110478","tt0089218"
"2109","tt0081573","tt0078346","tt0086393","tt0110478"
"2110","tt0086393","tt0081573","tt0098194","tt0072281"
"2111","tt0094074","tt0078346","tt0081573","tt0086393"
"2112","tt0021814","tt0026685","tt0035899","tt0022913"
"2113","tt0036931","tt0034786","tt0037099","tt0031951"
"2114","tt0021884","tt0026138","tt0024184","tt0023293"
"2115","tt0031951","tt0034786","tt0035899","tt0037576"
"2116","tt0034786","tt0036931","tt0031951","tt0034398"
"2117","tt0035899","tt0031951","tt0035317","tt0021814"
"2118","tt0050280","tt0052905","tt0051554","tt0053085"
"2119","tt0034398","tt0034786","tt0035096","tt0036931"
"2120","tt0089308","tt0097100","tt0093227","tt0113690"
"2121","tt0048696","tt0045920","tt0046876","tt0050539"
"2122","tt0073629","tt0083067","tt0368222","tt0116242"
"2123","tt0084156","tt0095253","tt0095360","tt0087042"
"2124","tt0044121","tt0032599","tt0029947","tt0036241"
"2125","tt0045920","tt0046876","tt0048696","tt0050539"
"2126","tt0046534","tt0035608","tt0058530","tt0116839"
"2127","tt0048215","tt0045546","tt0047573","tt0051622"
"2128","tt0049366","tt0062824","tt0041178","tt0051866"
"2129","tt0049169","tt0050177","tt0116839","tt0114367"
"2130","tt0049370","tt0050147","tt0057449","tt0055304"
"2131","tt0049516","tt0032818","tt0055018","tt0052722"
"2132","tt0084745","tt0090917","tt0068833","tt0114825"
"2133","tt0053183","tt0038235","tt0040109","tt0020629"
"2134","tt0052151","tt0045679","tt0043456","tt0060934"
"2135","tt0125439","tt1126618","tt0489327","tt0114117"
"2136","tt0139809","tt0114746","tt0123755","tt0160399"
"2137","tt0156794","tt0112445","tt0112288","tt0058450"
"2138","tt0126859","tt0113627","tt0109340","tt0220100"
"2139","tt0128278","tt0109635","tt0114924","tt0117333"
"2140","tt0186508","tt1440266","tt3674140","tt0093191"
"2141","tt0126261","tt0119338","tt0283877","tt0954947"
"2142","tt0141105","tt0114885","tt0113819","tt0118002"
"2143","tt0164085","tt0119657","tt0116905","tt0105107"
"2144","tt0145660","tt0295178","tt0118655","tt0212338"
"2145","tt0120802","tt0494834","tt0111495","tt0106471"
"2146","tt0120855","tt0211181","tt0113198","tt0423294"
"2147","tt0144214","tt0118880","tt0472399","tt1764651"
"2148","tt0184510","tt0115685","tt0080634","tt0109508"
"2149","tt0122541","tt0278500","tt0114057","tt0119738"
"2150","tt0120731","tt0114808","tt0213847","tt0095765"
"2151","tt0130827","tt0203632","tt0246677","tt0396171"
"2152","tt0120370","tt0112373","tt0108515","tt0118147"
"2153","tt0142342","tt0116483","tt0762107","tt0960144"
"2154","tt0139898","tt0304229","tt0783238","tt1152836"
"2155","tt0119038","tt0243493","tt0098471","tt0449851"
"2156","tt0119743","tt0212380","tt0114885","tt0113537"
"2157","tt0120554","tt0058898","tt0079944","tt0051418"
"2158","tt0099052","tt0112896","tt0112715","tt0099700"
"2159","tt0158983","tt1308667","tt0372588","tt0124819"
"2160","tt0120891","tt0120912","tt1409024","tt0119654"
"2161","tt0162677","tt0112688","tt0100168","tt0102175"
"2162","tt0149964","tt0108000","tt0114885","tt0113277"
"2163","tt0163651","tt0231775","tt0276751","tt1605630"
"2164","tt0137363","tt1691920","tt0116260","tt0113451"
"2165","tt0137439","tt0097106","tt0064612","tt0065772"
"2166","tt0158811","tt0104940","tt0079588","tt0082474"
"2167","tt0185937","tt0457275","tt0962711","tt2450186"
"2168","tt0120899","tt0082158","tt0110428","tt0111454"
"2169","tt0120663","tt0106918","tt0093058","tt0081505"
"2170","tt0139414","tt0091223","tt0082418","tt0083972"
"2171","tt0120878","tt0118163","tt0285879","tt0095690"
"2172","tt0087332","tt0097428","tt0083131","tt0079540"
"2173","tt0097428","tt0087332","tt0083131","tt0079540"
"2174","tt0157503","tt0120692","tt0144168","tt0204946"
"2175","tt0171363","tt0325703","tt0117998","tt0120179"
"2176","tt0141369","tt0101615","tt0116151","tt0110478"
"2177","tt0162710","tt0110064","tt0099800","tt0280720"
"2178","tt0149261","tt0106582","tt0116908","tt0099423"
"2179","tt0132347","tt0120789","tt0103893","tt0093560"
"2180","tt0163187","tt0100405","tt0091653","tt0087265"
"2181","tt0162830","tt0322659","tt0469263","tt0321442"
"2182","tt0049406","tt0048254","tt0050825","tt0066921"
"2183","tt0048254","tt0049406","tt0066921","tt0056193"
"2184","tt0054331","tt0050825","tt0072684","tt0066921"
"2185","tt0056193","tt0066921","tt0049406","tt0048254"
"2186","tt0072684","tt0066921","tt0054331","tt0112384"
