"id","imdbID","Title","Year","imdbRating","imdbVotes","Rated","Runtime","genres","r1","r2","r3"
"1922","tt0088930","Clue","1985",7.3,"55800","PG","94 min","Comedy|Crime|Mystery|Thriller","tt0117608","tt0104952","tt0104114"
"1923","tt0090357","Young Sherlock Holmes","1985",6.8,"14561","PG-13","109 min","Action|Adventure|Children|Fantasy|Mystery|Thriller","tt0120184","tt0105629","tt0219965"
"1924","tt0092173","Violets Are Blue...","1986",5.7,"537","PG-13","88 min","Drama|Romance","tt0082969","tt0113117","tt0124298"
"1925","tt0090685","Back to School","1986",6.5,"21024","PG-13","96 min","Comedy","tt0089208","tt0130121","tt0095662"
"1926","tt0091188","Heartburn","1986",6,"6615","R","108 min","Comedy|Drama","tt0100395","tt0111742","tt0119942"
"1927","tt0091653","Nothing in Common","1986",5.9,"4852","PG","118 min","Comedy","tt0163187","tt0087265","tt0101912"
"1928","tt0091024","Extremities","1986",6.3,"2397","R","89 min","Drama|Thriller","tt0115847","tt0081280","tt0095050"
"1929","tt0087538","The Karate Kid","1984",7.2,"122747","PG","126 min","Drama","tt0097647","tt0091326","tt0110657"
"1930","tt0091326","The Karate Kid, Part II","1986",5.9,"50810","PG","113 min","Action|Adventure|Drama","tt0087538","tt0097647","tt0110657"
"1931","tt0097647","The Karate Kid, Part III","1989",4.9,"32941","PG","112 min","Action|Adventure|Children|Drama","tt0087538","tt0091326","tt0110657"
"1932","tt0097958","National Lampoon's Christmas Vacation","1989",7.6,"104051","PG-13","97 min","Comedy","tt0106387","tt0118661","tt0089670"
"1933","tt0128853","You've Got Mail","1998",6.5,"148283","PG","119 min","Comedy|Romance","tt0108160","tt0117038","tt0110538"
"1934","tt0120706","The General","1998",7.3,"6563","R","124 min","Crime","tt0490499","tt0112495","tt0076009"
"1935","tt0120861","The Theory of Flight","1998",6.8,"2165","R","101 min","Comedy|Drama|Romance","tt0109836","tt0105130","tt0243155"
"1936","tt0120863","The Thin Red Line","1998",7.6,"136494","R","170 min","Action|Drama|War","tt0478304","tt1595656","tt0117093"
"1937","tt0133751","The Faculty","1998",6.4,"90521","R","104 min","Horror|Sci-Fi","tt0116367","tt0462322","tt0113101"
"1938","tt0120751","Mighty Joe Young","1998",5.6,"22533","PG","114 min","Action|Adventure|Drama|Fantasy|Thriller","tt0113820","tt0120389","tt0120856"
"1939","tt0041650","Mighty Joe Young","1949",7,"3223","APPROVED","84 min","Adventure|Children|Drama","tt0024216","tt0023238","tt0032412"
"1940","tt0129290","Patch Adams","1998",6.7,"78659","PG-13","115 min","Comedy|Drama","tt0315327","tt0109040","tt0117218"
"1941","tt0120686","Stepmom","1998",6.7,"45219","PG-13","124 min","Drama","tt0107614","tt0113986","tt0092513"
"1942","tt0120633","A Civil Action","1998",6.5,"22976","PG-13","115 min","Drama","tt0405676","tt0108065","tt0107004"
"1943","tt0142231","Down in the Delta","1998",6.8,"1240","PG-13","112 min","Drama","tt0109504","tt0104797","tt0107091"
"1944","tt0119336","Hurlyburly","1998",5.8,"8950","R","122 min","Drama","tt0114113","tt0110955","tt0116269"
"1945","tt0120857","Tea with Mussolini","1999",6.9,"9181","PG","117 min","Comedy|Drama|War","tt0116684","tt0061407","tt0078950"
"1946","tt0120514","Wilde","1997",6.9,"12062","R","118 min","Drama","tt0111454","tt0113987","tt0114272"
"1947","tt0118564","Affliction","1997",7,"11752","R","114 min","Drama","tt0080365","tt0099292","tt0449086"
"1948","tt0127722","Another Day in Paradise","1998",6.5,"7101","R","101 min","Drama","tt0242193","tt0112641","tt0116260"
"1949","tt0120699","The Hi-Lo Country","1998",6.1,"3645","R","114 min","Drama|Romance|Western","tt0117002","tt0094947","tt0091578"
"1950","tt0150915","Hilary and Jackie","1998",7.4,"8604","R","121 min","Drama","tt0338427","tt0426627","tt0829098"
"1951","tt0145734","Playing by Heart","1998",7.2,"16324","R","121 min","Drama|Romance","tt0114496","tt0120797","tt0114885"
"1952","tt0120391","24 7: Twenty Four Seven","1997",7.1,"2051","R","96 min","Comedy|Drama","tt0301684","tt1172206","tt0114885"
"1953","tt0132512","At First Sight","1999",5.9,"11013","PG-13","128 min","Drama","tt0113957","tt0352277","tt0101984"
"1954","tt0120710","In Dreams","1999",5.5,"10902","R","100 min","Horror|Thriller","tt0110148","tt0117039","tt0476964"
"1955","tt0139699","Varsity Blues","1999",6.4,"34629","R","106 min","Comedy|Drama","tt0477051","tt0292644","tt0763831"
"1956","tt0120458","Virus","1999",4.8,"21563","R","99 min","Horror|Sci-Fi","tt0113010","tt0111503","tt0111003"
"1957","tt0093072","The Garbage Pail Kids Movie","1987",2.7,"5684","PG","100 min","Adventure|Children|Comedy","tt0116151","tt0113538","tt0108255"
"1958","tt0091225","Howard the Duck","1986",4.6,"32968","PG","110 min","Adventure|Comedy|Sci-Fi","tt0110478","tt0108333","tt0114048"
"1959","tt0093075","The Gate","1987",5.9,"9985","PG-13","85 min","Horror","tt0112896","tt0099700","tt0093220"
"1960","tt0090768","The Boy Who Could Fly","1986",6.4,"4251","PG","114 min","Drama|Fantasy","tt0098442","tt0084756","tt0106701"
"1961","tt0051622","The Fly","1958",7.1,"14979","APPROVED","94 min","Horror|Mystery|Sci-Fi","tt0042897","tt0031951","tt0034786"
"1962","tt0091064","The Fly","1986",7.5,"114579","R","96 min","Drama|Horror|Sci-Fi|Thriller","tt0085407","tt0120907","tt0081455"
"1963","tt0097368","The Fly II","1989",4.9,"16325","R","105 min","Horror|Sci-Fi","tt0091064","tt0114194","tt0114508"
"1964","tt0091875","Running Scared","1986",6.5,"8505","R","107 min","Action|Comedy","tt0114576","tt0111438","tt0095897"
"1965","tt0090660","Armed and Dangerous","1986",5.5,"8316","PG-13","88 min","Comedy|Crime","tt0102915","tt0399327","tt0110475"
"1966","tt0072271","The Texas Chain Saw Massacre","1974",7.5,"93649","R","83 min","Horror","tt0089489","tt0082427","tt0084516"
"1967","tt0092076","The Texas Chainsaw Massacre 2","1986",5.5,"18678","X","101 min","Horror","tt0084516","tt0089489","tt0072271"
"1968","tt0099994","Leatherface: Texas Chainsaw Massacre III","1990",5.1,"9608","X","85 min","Comedy|Horror|Thriller","tt0098385","tt0107899","tt0110916"
"1969","tt0110978","Texas Chainsaw Massacre: The Next Generation","1994",3.1,"15026","R","95 min","Horror","tt0101917","tt0138510","tt0097390"
"1970","tt0091877","Ruthless People","1986",6.9,"21094","R","93 min","Comedy","tt0080339","tt0088286","tt0120741"
"1971","tt0090917","Deadly Friend","1986",5.5,"4777","R","91 min","Horror","tt0114825","tt0111686","tt0087800"
"1972","tt0091605","The Name of the Rose","1986",7.8,"80248","R","130 min","Crime|Drama|Mystery|Thriller","tt0107497","tt0119210","tt0067309"
"1973","tt0091306","Jumpin' Jack Flash","1986",5.8,"14602","R","105 min","Action|Comedy|Romance|Thriller","tt0113851","tt0110971","tt0117372"
"1974","tt0091738","Peggy Sue Got Married","1986",6.3,"26667","PG-13","103 min","Comedy|Drama","tt0116669","tt0481797","tt0119978"
"1975","tt0090555","Crocodile Dundee","1986",6.5,"73138","PG","97 min","Adventure|Comedy","tt0092493","tt0231402","tt0101786"
"1976","tt0092493","Crocodile Dundee II","1988",5.5,"43358","PG","108 min","Action|Adventure|Comedy","tt0090555","tt0231402","tt0110478"
"1977","tt0092105","Tough Guys","1986",6.1,"5016","PG","104 min","Comedy","tt0098519","tt0103184","tt0088000"
"1978","tt0091991","Soul Man","1986",5.1,"5967","PG-13","104 min","Comedy","tt0115676","tt0091223","tt0139414"
"1979","tt0090863","The Color of Money","1986",7,"56599","R","119 min","Drama","tt0081398","tt0112641","tt0075314"
"1980","tt0090567","52 Pick-Up","1986",6.4,"3229","R","110 min","Action|Mystery|Thriller","tt0122690","tt0184858","tt0060955"
"1981","tt0091187","Heartbreak Ridge","1986",6.8,"29211","R","130 min","Action|War","tt0118548","tt0309377","tt0100514"
"1982","tt0091055","Firewalker","1986",4.9,"4199","PG","104 min","Adventure","tt0089421","tt0068408","tt0054953"
"1983","tt0092086","¡Three Amigos!","1986",6.4,"52035","PG","104 min","Comedy|Western","tt0090056","tt0117768","tt0102603"
"1984","tt0120683","Gloria","1999",5.1,"4357","R","108 min","Drama|Thriller","tt0107057","tt0100442","tt0292963"
"1985","tt0151691","My Name Is Joe","1998",7.5,"6094","R","105 min","Drama|Romance","tt0110296","tt0212826","tt0099768"
"1986","tt0149151","Still Crazy","1998",7.1,"6342","R","95 min","Comedy|Romance","tt0108551","tt0116731","tt0115951"
"1987","tt0112922","The Day of the Beast","1995",7.5,"12389","R","99 min","Adventure|Comedy|Thriller","tt0488604","tt0113845","tt0112442"
"1988","tt0160862","She's All That","1999",5.8,"65654","PG-13","95 min","Comedy|Romance","tt0204175","tt0234829","tt0339034"
"1989","tt0054167","Peeping Tom","1960",7.8,"21384","NOT RATED","101 min","Drama|Horror|Thriller","tt0033627","tt0037800","tt0040725"
"1990","tt0152548","Spanish Fly","1998",4.7,"141","R","91 min","Drama","tt0120722","tt0164810","tt0114885"
"1991","tt0120784","Payback","1999",7.1,"109871","R","100 min","Action|Thriller","tt3569230","tt0304711","tt0398712"
"1992","tt0145893","Simply Irresistible","1999",5.3,"11202","PG-13","96 min","Comedy|Romance","tt0114168","tt0116669","tt0101775"
"1993","tt0138987","20 Dates","1998",5.3,"1618","R","87 min","Comedy|Romance","tt0114885","tt0113819","tt0118002"
"1994","tt0070544","Fantastic Planet","1973",7.8,"12432","R","72 min","Animation|Sci-Fi","tt0118040","tt0110678","tt0088846"
"1995","tt0124298","Blast from the Past","1999",6.6,"47413","PG-13","112 min","Comedy|Romance","tt0160236","tt0109951","tt0117104"
"1996","tt0139462","Message in a Bottle","1999",6.1,"28384","PG-13","131 min","Romance","tt0111693","tt0225071","tt0103251"
"1997","tt0120764","My Favorite Martian","1999",4.9,"10654","PG","94 min","Comedy|Sci-Fi","tt0110989","tt0109783","tt0109127"
"1998","tt0119207","God Said, 'Ha!'","1998",7.2,"883","PG-13","85 min","Comedy","tt0112346","tt0114011","tt0113347"
"1999","tt0155776","Jawbreaker","1999",5.4,"18146","R","87 min","Comedy","tt0113161","tt0112887","tt0111127"
"2000","tt0132477","October Sky","1999",7.8,"62503","PG","108 min","Drama","tt0113497","tt0097523","tt0102803"
"2001","tt0151804","Office Space","1999",7.8,"196241","R","89 min","Comedy|Crime","tt0387808","tt1225822","tt0115641"
"2002","tt0137338","200 Cigarettes","1999",5.9,"12873","R","101 min","Comedy|Drama","tt0118842","tt0434139","tt0114885"
"2003","tt0134273","8MM","1999",6.5,"102839","R","123 min","Drama|Mystery|Thriller","tt1674784","tt0109446","tt0117913"
"2004","tt0123209","The Other Sister","1999",6.4,"10157","PG-13","129 min","Comedy|Drama|Romance","tt0087265","tt0091653","tt0101912"
"2005","tt0120618","Breakfast of Champions","1999",4.6,"6824","R","110 min","Comedy|Sci-Fi","tt0118566","tt0102469","tt0087054"
"2006","tt0070334","The Long Goodbye","1973",7.7,"17694","R","112 min","Crime|Film-Noir","tt0116745","tt0066026","tt0071269"
"2007","tt0098084","Pet Sematary","1989",6.6,"61810","R","103 min","Horror","tt0105128","tt0116367","tt0114825"
"2008","tt0105128","Pet Sematary II","1992",4.7,"13062","R","100 min","Comedy|Horror","tt0098084","tt0114194","tt0114608"
"2009","tt0106557","Children of the Corn II: The Final Sacrifice","1992",4.2,"5722","R","92 min","Horror","tt0113690","tt0110604","tt0113303"
"2010","tt0109415","Children of the Corn III: Urban Harvest","1995",4,"5183","R","92 min","Horror","tt0113690","tt0110604","tt0113303"
"2011","tt0085333","Christine","1983",6.6,"48832","R","110 min","Horror","tt0120877","tt0096256","tt0228333"
"2012","tt0084412","Night Shift","1982",6.5,"10829","R","106 min","Comedy","tt0110771","tt0091159","tt0117438"
"2013","tt0051744","House on Haunted Hill","1959",6.9,"15547","UNRATED","75 min","Drama|Horror|Thriller","tt0053363","tt0059297","tt0053559"
"2014","tt0065377","Airport","1970",6.6,"12820","G","137 min","Drama","tt0038279","tt0055871","tt0039628"
"2015","tt0071110","Airport 1975","1974",5.5,"6857","PG","107 min","Action|Drama|Thriller","tt0074899","tt0071455","tt0060490"
"2016","tt0075648","Airport '77","1977",5.5,"6711","PG","114 min","Drama","tt0081400","tt0071110","tt0072308"
"2017","tt0072308","The Towering Inferno","1974",6.9,"29323","PG","165 min","Action|Adventure|Drama|Thriller","tt0064110","tt0077413","tt0060177"
"2018","tt0080354","Alligator","1980",5.9,"7664","R","91 min","Action|Horror|Sci-Fi","tt0085382","tt0088889","tt0100232"
"2019","tt0070909","Westworld","1973",7.1,"25601","PG","88 min","Action|Sci-Fi|Thriller|Western","tt0082677","tt0088024","tt0120657"
"2020","tt0074812","Logan's Run","1976",6.8,"38724","PG","119 min","Action|Adventure|Sci-Fi","tt0048960","tt0102975","tt0098382"
"2021","tt0063442","Planet of the Apes","1968",8,"133243","G","112 min","Action|Drama|Sci-Fi","tt0065462","tt0067065","tt0066817"
"2022","tt0065462","Beneath the Planet of the Apes","1970",6.1,"31666","G","95 min","Action|Sci-Fi","tt0063442","tt0067065","tt0070355"
"2023","tt0069768","Battle for the Planet of the Apes","1973",5.5,"22337","G","93 min","Action|Sci-Fi","tt0068408","tt0067065","tt0091055"
"2024","tt0068408","Conquest of the Planet of the Apes","1972",6.1,"22703","PG","88 min","Action|Sci-Fi","tt0069768","tt0091055","tt0075263"
"2025","tt0067065","Escape from the Planet of the Apes","1971",6.3,"22930","G","98 min","Action|Sci-Fi","tt0069768","tt0080736","tt0063442"
"2026","tt0077189","Avalanche","1978",4.3,"633","PG","91 min","Action","tt0110657","tt0116000","tt0092099"
"2027","tt0071455","Earthquake","1974",5.8,"10011","PG","123 min","Action|Drama|Thriller","tt0071110","tt0075648","tt0072308"
"2028","tt0078740","The Concorde... Airport '79","1979",4.3,"3930","PG","113 min","Drama","tt0071110","tt0075648","tt0072308"
"2029","tt0078856","Beyond the Poseidon Adventure","1979",4.5,"3581","PG","114 min","Adventure","tt0069113","tt0055608","tt0073901"
"2030","tt0122933","Analyze This","1999",6.7,"121556","R","103 min","Comedy","tt0289848","tt0400525","tt0085995"
"2031","tt0142192","The Corruptor","1999",6,"15189","R","110 min","Action|Crime|Drama|Thriller","tt0116287","tt0090670","tt0098994"
"2032","tt0139134","Cruel Intentions","1999",6.9,"146351","R","97 min","Drama","tt0253867","tt0250081","tt0433400"
"2033","tt0120735","Lock, Stock and Two Smoking Barrels","1998",8.2,"404645","R","107 min","Comedy|Crime|Thriller","tt0208092","tt0365686","tt0291502"
"2034","tt0157208","The School of Flesh","1998",6.8,"1259","R","110 min","Drama|Romance","tt1753813","tt0111495","tt0106471"
"2035","tt0159696","Relax... It's Just Sex","1998",7,"1390","R","110 min","Comedy","tt0114614","tt0128445","tt0385056"
"2036","tt0120646","The Deep End of the Ocean","1999",6.3,"10169","PG-13","106 min","Drama","tt0087233","tt0113158","tt0083232"
"2037","tt0144814","The Rage: Carrie 2","1999",4.6,"12875","R","104 min","Horror","tt0105156","tt0114852","tt0106452"
"2038","tt0131646","Wing Commander","1999",4.1,"14503","PG-13","100 min","Action|Sci-Fi","tt0114898","tt0111282","tt0116629"
"2039","tt0057129","The Haunting","1963",7.6,"25688","APPROVED","112 min","Horror|Thriller","tt0037549","tt0043456","tt0055614"
"2040","tt0094964","Dead Ringers","1988",7.3,"28510","R","116 min","Drama|Horror|Thriller","tt0107468","tt0278731","tt0399146"
"2041","tt0107626","My Boyfriend's Back","1993",5.3,"3236","PG-13","85 min","Comedy","tt0112896","tt0099700","tt0093220"
"2042","tt0054443","Village of the Damned","1960",7.3,"10560","UNRATED","77 min","Horror|Sci-Fi|Thriller","tt0092610","tt0052077","tt0047034"
"2043","tt0056931","Children of the Damned","1964",6.2,"2809","APPROVED","90 min","Horror|Sci-Fi|Thriller","tt0047573","tt0051622","tt0036931"
"2044","tt0118665","Baby Geniuses","1999",2.5,"18834","PG","97 min","Comedy","tt0085334","tt0100053","tt0088001"
"2045","tt0141098","Forces of Nature","1999",5.4,"26320","PG-13","105 min","Comedy|Romance","tt0110950","tt0116493","tt0119528"
"2046","tt0160429","The King and I","1999",4,"2901","G","87 min","Animation|Children","tt0111333","tt0082406","tt0088814"
"2047","tt0129332","Ravenous","1999",7.1,"29454","R","101 min","Horror|Thriller","tt0110889","tt1270761","tt0113303"
"2048","tt0139668","True Crime","1999",6.6,"24790","R","127 min","Crime|Thriller","tt0118548","tt0119668","tt0309377"
"2049","tt0118682","Bandits","1997",6.4,"2639","R","110 min","Drama","tt0397044","tt0113158","tt0109771"
"2050","tt0118892","Dangerous Beauty","1998",7.3,"12027","R","111 min","Drama","tt0114702","tt0117791","tt0120788"
"2051","tt0049408","The King and I","1956",7.5,"18736","APPROVED","133 min","Drama|Musical|Romance","tt0047574","tt0031580","tt0042327"
"2052","tt0131369","Edtv","1999",6.1,"35170","PG-13","122 min","Comedy","tt0091159","tt0098067","tt1578275"
"2053","tt0120757","The Mod Squad","1999",4.2,"7634","R","92 min","Action|Crime","tt0114576","tt0112401","tt0113010"
"2054","tt0122906","Among Giants","1998",5.9,"805","R","93 min","Comedy|Drama|Romance","tt0115744","tt0119743","tt0183503"
"2055","tt0120613","A Walk on the Moon","1999",6.6,"6680","R","107 min","Drama|Romance","tt0434139","tt1244754","tt0107822"
"2056","tt0133093","The Matrix","1999",8.7,"1174625","R","136 min","Action|Sci-Fi|Thriller","tt0234215","tt0242653","tt1371111"
"2057","tt0147800","10 Things I Hate About You","1999",7.2,"215563","PG-13","97 min","Comedy|Romance","tt0186975","tt0265087","tt1022603"
"2058","tt0120274","Tango","1998",7.2,"2387","PG-13","115 min","Drama|Musical","tt0090636","tt0210717","tt0203009"
"2059","tt0129280","The Out-of-Towners","1999",5.3,"10208","PG-13","90 min","Comedy","tt0112606","tt0161083","tt0119190"
"2060","tt0120449","The Dreamlife of Angels","1998",7.5,"6555","R","113 min","Drama","tt0903627","tt0254199","tt0304678"
"2061","tt0119665","Metroland","1997",6.5,"2782","R","101 min","Comedy|Drama","tt0272338","tt0114885","tt0114681"
"2062","tt0154506","Following","1998",7.6,"63973","R","69 min","Crime|Mystery|Thriller","tt0209144","tt0278504","tt0107497"
"2063","tt0139239","Go","1999",7.3,"58826","R","102 min","Comedy|Crime","tt0117802","tt0356910","tt0113845"
"2064","tt0151738","Never Been Kissed","1999",6,"66508","PG-13","107 min","Comedy|Romance","tt0120631","tt0119304","tt0208003"
"2065","tt0105399","Twin Dragons","1992",6.4,"8280","PG-13","100 min","Action|Comedy","tt0119013","tt0120724","tt0089374"
"2066","tt0126250","Cookie's Fortune","1999",7,"11064","PG-13","118 min","Comedy|Drama","tt0420087","tt0110907","tt0108122"
"2067","tt0133363","Lovers of the Arctic Circle","1998",7.8,"15037","R","112 min","Drama|Romance","tt0254455","tt1263750","tt0125659"
"2068","tt0119219","Goodbye Lover","1998",5.7,"2821","R","102 min","Comedy|Crime|Thriller","tt0112722","tt0114345","tt0087553"
"2069","tt0123964","Life","1999",6.7,"33396","R","108 min","Comedy|Crime|Drama","tt0110955","tt0115639","tt0221027"
"2070","tt0143261","Friends & Lovers","1999",4.5,"1270","R","103 min","Comedy|Drama|Romance","tt0111418","tt0114885","tt0113537"
"2071","tt0136244","Hideous Kinky","1998",6.1,"5421","R","98 min","Drama","tt0114474","tt0120001","tt0105150"
"2072","tt0110570","The Monster","1994",7.5,"7461","R","112 min","Comedy","tt0118799","tt0255477","tt0090967"
"2073","tt0125659","Open Your Eyes","1997",7.8,"51824","R","117 min","Drama|Romance|Sci-Fi|Thriller","tt0117883","tt0133363","tt0369702"
"2074","tt0133189","SLC Punk!","1998",7.5,"21824","R","97 min","Comedy|Drama","tt0115639","tt0113613","tt0115951"
"2075","tt0120836","Lost & Found","1999",5,"5498","PG-13","95 min","Comedy|Romance","tt0118750","tt0437863","tt0113228"
"2076","tt0120797","Pushing Tin","1999",6,"24515","R","124 min","Comedy","tt0109831","tt0484740","tt0119008"
"2077","tt0126886","Election","1999",7.3,"72398","R","103 min","Comedy","tt0115906","tt0257360","tt0375063"
"2078","tt0120907","eXistenZ","1999",6.8,"75624","R","97 min","Action|Sci-Fi|Thriller","tt0085407","tt0091064","tt0081455"
"2079","tt0137494","Entrapment","1999",6.2,"86182","PG-13","113 min","Crime|Thriller","tt0120483","tt0108185","tt0298814"
"2080","tt0138510","Idle Hands","1999",6.2,"33325","R","92 min","Comedy|Horror","tt0110329","tt1864288","tt0101917"
"2081","tt0162973","Get Real","1998",7.7,"10307","R","108 min","Drama|Romance","tt0114885","tt0113537","tt0115639"
"2082","tt0115669","The King of Masks","1996",7.6,"2738","N/A","91 min","Drama","tt0110299","tt0106473","tt0113952"
"2083","tt0138874","Three Seasons","1999",7.3,"2729","PG-13","104 min","Drama","tt0112346","tt0114168","tt0114011"
"2084","tt0155388","The Winslow Boy","1999",7.4,"6403","G","104 min","Drama","tt0120176","tt0096259","tt0120202"
"2085","tt0037913","Mildred Pierce","1945",8,"15521","NOT RATED","111 min","Drama|Film-Noir","tt0051818","tt0029870","tt0042281"
"2086","tt0087799","Night of the Comet","1984",6.4,"12635","PG-13","95 min","Comedy|Horror|Sci-Fi","tt0103924","tt0090837","tt0096454"
"2087","tt0090837","Chopping Mall","1986",5.5,"5437","R","77 min","Action|Horror|Sci-Fi","tt0098193","tt0087799","tt0139414"
"2088","tt0089652","My Science Project","1985",6,"3861","PG","94 min","Adventure|Sci-Fi","tt0114658","tt0110478","tt0108333"
"2089","tt0099422","Dick Tracy","1990",6.1,"47091","PG","105 min","Action|Crime","tt0077663","tt0120317","tt0120483"
"2090","tt0120616","The Mummy","1999",7,"308691","PG-13","125 min","Action|Adventure|Comedy|Fantasy|Horror|Thriller","tt0209163","tt0338526","tt0859163"
"2091","tt0118826","The Castle","1997",7.8,"11617","R","85 min","Comedy","tt0205873","tt0114885","tt0114681"
"2092","tt0120865","This Is My Father","1998",7.1,"1487","R","119 min","Drama|Romance","tt0138946","tt0093073","tt0114885"
"2093","tt0115005","Xiu Xiu: The Sent-Down Girl","1998",7.5,"2689","R","99 min","Drama","tt0174480","tt0114885","tt0113277"
"2094","tt0140379","A Midsummer Night's Dream","1999",6.5,"21014","PG-13","116 min","Comedy|Fantasy","tt0102951","tt0117247","tt0098356"
"2095","tt0165078","After Life","1998",7.8,"6927","N/A","118 min","Drama|Fantasy","tt1371630","tt0408664","tt1087578"
"2096","tt0115693","Black Mask","1996",6.1,"9004","R","99 min","Action|Adventure|Crime|Sci-Fi|Thriller","tt0300620","tt0113326","tt0163579"
"2097","tt0138414","Edge of Seventeen","1998",6.8,"4540","NOT RATED","99 min","Comedy|Drama|Romance","tt0061495","tt0054698","tt0111357"
"2098","tt0120915","Star Wars: Episode I - The Phantom Menace","1999",6.5,"519011","PG","136 min","Action|Adventure|Sci-Fi","tt0121765","tt0121766","tt0076759"
"2099","tt0166252","The Love Letter","1999",5.4,"3503","PG-13","88 min","Comedy|Romance","tt0113347","tt0112346","tt0113321"
"2100","tt0023245","The Mummy","1932",7.2,"15410","NOT RATED","73 min","Horror|Romance","tt0026663","tt0103874","tt0026138"
"2101","tt0053085","The Mummy","1959",6.8,"5152","UNRATED","88 min","Horror","tt0051554","tt0050280","tt0052905"
"2102","tt0037098","The Mummy's Curse","1944",5.6,"1460","APPROVED","60 min","Horror","tt0027948","tt0037549","tt0036931"
"2103","tt0037099","The Mummy's Ghost","1944",5.8,"1412","UNRATED","61 min","Horror","tt0036931","tt0081178","tt0056993"
"2104","tt0032818","The Mummy's Hand","1940",6.1,"2081","APPROVED","67 min","Horror","tt0049516","tt0016641","tt0055018"
"2105","tt0035096","The Mummy's Tomb","1942",5.7,"1608","PASSED","60 min","Horror","tt0038166","tt0034398","tt0040068"
"2106","tt0082766","Mommie Dearest","1981",6.7,"10160","R","129 min","Drama","tt0064573","tt0113987","tt0112641"
"2107","tt0078346","Superman","1978",7.3,"121917","PG","143 min","Action|Adventure|Sci-Fi","tt0081573","tt0110478","tt0089218"
"2108","tt0081573","Superman II","1980",6.8,"73749","PG","127 min","Action|Sci-Fi","tt0078346","tt0086393","tt0110478"
"2109","tt0086393","Superman III","1983",4.9,"48116","PG","125 min","Action|Adventure|Sci-Fi","tt0081573","tt0098194","tt0072281"
"2110","tt0094074","Superman IV: The Quest for Peace","1987",3.7,"32851","PG","90 min","Action|Adventure|Sci-Fi","tt0078346","tt0081573","tt0086393"
"2111","tt0021814","Dracula","1931",7.6,"32037","APPROVED","85 min","Horror","tt0026685","tt0035899","tt0022913"
"2112","tt0036931","House of Frankenstein","1944",6.3,"4097","APPROVED","71 min","Horror","tt0034786","tt0037099","tt0031951"
"2113","tt0021884","Frankenstein","1931",8,"47039","NOT RATED","70 min","Drama|Horror|Sci-Fi","tt0026138","tt0024184","tt0023293"
"2114","tt0031951","Son of Frankenstein","1939",7.2,"6154","APPROVED","99 min","Horror","tt0034786","tt0035899","tt0037576"
"2115","tt0034786","The Ghost of Frankenstein","1942",6.1,"3665","APPROVED","67 min","Horror","tt0036931","tt0031951","tt0034398"
"2116","tt0035899","Frankenstein Meets the Wolf Man","1943",6.6,"5286","APPROVED","74 min","Horror","tt0031951","tt0035317","tt0021814"
"2117","tt0050280","The Curse of Frankenstein","1957",7.2,"6104","APPROVED","82 min","Horror","tt0052905","tt0051554","tt0053085"
"2118","tt0034398","The Wolf Man","1941",7.4,"15898","APPROVED","70 min","Drama|Fantasy|Horror","tt0034786","tt0035096","tt0036931"
"2119","tt0089308","Howling II: ... Your Sister Is a Werewolf","1985",3.3,"4459","R","91 min","Horror","tt0097100","tt0093227","tt0113690"
"2120","tt0048696","Tarantula","1955",6.5,"6168","APPROVED","80 min","Horror|Sci-Fi","tt0045920","tt0046876","tt0050539"
"2121","tt0073629","The Rocky Horror Picture Show","1975",7.4,"99576","R","100 min","Comedy|Horror|Musical|Sci-Fi","tt0083067","tt0368222","tt0116242"
"2122","tt0084156","It Came from Hollywood","1982",5.9,"706","PG","80 min","Comedy|Documentary","tt0095253","tt0095360","tt0087042"
"2123","tt0044121","The Thing from Another World","1951",7.3,"18223","UNRATED","87 min","Horror|Sci-Fi","tt0032599","tt0029947","tt0036241"
"2124","tt0045920","It Came from Outer Space","1953",6.6,"5677","APPROVED","81 min","Sci-Fi","tt0046876","tt0048696","tt0050539"
"2125","tt0046534","The War of the Worlds","1953",7.2,"24738","APPROVED","85 min","Action|Drama|Sci-Fi","tt0035608","tt0058530","tt0116839"
"2126","tt0048215","It Came from Beneath the Sea","1955",5.9,"3246","APPROVED","79 min","Sci-Fi","tt0045546","tt0047573","tt0051622"
"2127","tt0049366","Invasion of the Body Snatchers","1956",7.8,"33333","APPROVED","80 min","Horror|Sci-Fi|Thriller","tt0062824","tt0041178","tt0051866"
"2128","tt0049169","Earth vs. the Flying Saucers","1956",6.4,"4986","UNRATED","83 min","Sci-Fi","tt0050177","tt0116839","tt0114367"
"2129","tt0049370","It Conquered the World","1956",4.9,"1465","APPROVED","71 min","Sci-Fi","tt0050147","tt0057449","tt0055304"
"2130","tt0049516","The Mole People","1956",4.7,"2172","APPROVED","77 min","Horror|Sci-Fi","tt0032818","tt0055018","tt0052722"
"2131","tt0084745","Swamp Thing","1982",5.4,"9072","PG","91 min","Horror|Sci-Fi","tt0090917","tt0068833","tt0114825"
"2132","tt0053183","Pork Chop Hill","1959",7.1,"3181","APPROVED","97 min","War","tt0038235","tt0040109","tt0020629"
"2133","tt0052151","Run Silent Run Deep","1958",7.4,"7605","APPROVED","93 min","War","tt0045679","tt0043456","tt0060934"
"2134","tt0125439","Notting Hill","1999",7,"198712","PG-13","124 min","Comedy|Romance","tt1126618","tt0489327","tt0114117"
