"id","imdbID","r1","r2","r3"
"499","tt0108399","tt0120660","tt0100485","tt0328107"
"500","tt0108515","tt0308672","tt0064689","tt0256408"
"501","tt0110763","tt0097523","tt0102803","tt0120910"
"502","tt0109226","tt0114928","tt0116508","tt0116594"
"503","tt0114906","tt0250081","tt0808526","tt0147612"
"504","tt0107002","tt0119586","tt0792965","tt0091288"
"505","tt0104029","tt0256009","tt0187738","tt0167190"
"506","tt0110623","tt0119717","tt0078227","tt0164810"
"507","tt0107315","tt0101026","tt0103030","tt0095675"
"508","tt0106408","tt0401711","tt0197096","tt0286499"
"509","tt0110363","tt0112499","tt0109067","tt0116165"
"510","tt0107349","tt0115751","tt0119217","tt0119743"
"511","tt0111709","tt0114279","tt0360201","tt0408345"
"512","tt0107225","tt0073817","tt0075040","tt0114885"
"513","tt0111252","tt1045658","tt0116324","tt0120188"
"514","tt0110366","tt0106400","tt0115697","tt0160236"
"515","tt0109120","tt0100240","tt0084296","tt0120595"
"516","tt0110892","tt0114319","tt0112302","tt0110877"
"517","tt0112651","tt0088275","tt0230591","tt0214730"
"518","tt0109382","tt1456472","tt0110877","tt0111797"
"519","tt0112572","tt0118073","tt0118998","tt0191754"
"520","tt0099785","tt0104431","tt0107614","tt0182789"
"521","tt0099653","tt0113071","tt0117924","tt0092890"
"522","tt0103639","tt0119282","tt0091149","tt0097757"
"523","tt0103064","tt0088247","tt0111503","tt0090605"
"524","tt0099348","tt0119925","tt0316356","tt0102798"
"525","tt0096895","tt0103776","tt0133152","tt0116996"
"526","tt0102926","tt0095593","tt0120603","tt0081150"
"527","tt0029583","tt0032910","tt0033563","tt0032455"
"528","tt0101414","tt0116583","tt0230011","tt0484439"
"529","tt0032910","tt0032455","tt0033563","tt0036326"
"530","tt0100405","tt0163187","tt0109758","tt0101912"
"531","tt0065214","tt0086058","tt0071249","tt0074695"
"532","tt0110395","tt0114576","tt0113161","tt0112401"
"533","tt0111752","tt0110299","tt0106473","tt0113952"
"534","tt0109934","tt0304081","tt0195909","tt0449121"
"535","tt0112606","tt0129280","tt0161083","tt0119190"
"536","tt0117247","tt0140379","tt0098356","tt0102951"
"537","tt0112625","tt0120684","tt0362269","tt0103919"
"538","tt0116282","tt0100150","tt0477348","tt0118715"
"539","tt0116552","tt0110647","tt0048960","tt0066817"
"540","tt0082509","tt0091203","tt0082198","tt0120491"
"541","tt0116514","tt0114508","tt0114852","tt0106452"
"542","tt0117283","tt0264150","tt0388125","tt1060277"
"543","tt0116684","tt0063518","tt0120857","tt0061407"
"544","tt0110374","tt0109579","tt0106918","tt0116508"
"545","tt0070506","tt0074252","tt0075793","tt0105652"
"546","tt0065421","tt0057546","tt0061852","tt0055254"
"547","tt0113083","tt0185125","tt0103030","tt0118819"
"548","tt0118001","tt0103791","tt0110516","tt0104850"
"549","tt0116165","tt0112499","tt0109067","tt0110363"
"550","tt0107471","tt0118100","tt1183672","tt0111019"
"551","tt0117891","tt0123964","tt0114681","tt0115734"
"552","tt0113613","tt0116289","tt0114681","tt0115639"
"553","tt0117381","tt0488120","tt0119099","tt0186151"
"554","tt0115837","tt0180837","tt0119815","tt0122642"
"555","tt0115509","tt0095776","tt0113596","tt0043274"
"556","tt0114671","tt0460989","tt0110296","tt0151691"
"557","tt0112844","tt0115580","tt0113228","tt0112346"
"558","tt0114658","tt0089652","tt0115725","tt0239395"
"559","tt0116275","tt0104695","tt0091637","tt0087091"
"560","tt0117608","tt0088930","tt0120373","tt0104952"
"561","tt0113448","tt0286788","tt0110367","tt0111590"
"562","tt0116414","tt0091939","tt0096054","tt0100168"
"563","tt0116095","tt0113451","tt0108162","tt0116827"
"564","tt0115956","tt0097441","tt0133952","tt0325710"
"565","tt0117060","tt0183523","tt0120755","tt0317919"
"566","tt0109028","tt0112288","tt0111797","tt0107653"
"567","tt0117071","tt0118055","tt0139462","tt0198021"
"568","tt0116136","tt0859163","tt0116040","tt0295701"
"569","tt0116168","tt0108186","tt0092718","tt0083254"
"570","tt0054189","tt0106873","tt0107808","tt0052311"
"571","tt0115591","tt0111590","tt0114924","tt0109484"
"572","tt0116683","tt0107688","tt0327597","tt0088814"
"573","tt0116287","tt0115862","tt0142192","tt0104348"
"574","tt0116768","tt0113936","tt0130121","tt0366996"
"575","tt0116269","tt0097276","tt0087747","tt0064100"
"576","tt0114787","tt0097223","tt0106307","tt0118843"
"577","tt0112536","tt0107889","tt0116277","tt0092675"
"578","tt0048473","tt0048956","tt0052572","tt0112714"
"579","tt0052572","tt0048473","tt0048956","tt0112714"
"580","tt0117128","tt0110216","tt0117108","tt0117218"
"581","tt0117705","tt0120587","tt0164912","tt0138749"
"582","tt0062711","tt0071853","tt0087332","tt0081633"
"583","tt0108181","tt0218871","tt0112438","tt0105226"
"584","tt0114307","tt0094082","tt0097579","tt0082353"
"585","tt0058898","tt0057869","tt0056663","tt0059592"
"586","tt0082206","tt0910905","tt0109093","tt0112769"
"587","tt0113443","tt0080453","tt0084737","tt0103247"
"588","tt0114048","tt0117331","tt0231402","tt0106965"
"589","tt0111613","tt0073858","tt0298131","tt0114885"
"590","tt0117104","tt0100140","tt0110516","tt0107478"
"591","tt0117688","tt0116839","tt0120685","tt0199753"
"592","tt0117774","tt0089118","tt0102614","tt0102984"
"593","tt0114736","tt0112722","tt0114369","tt0114814"
"594","tt0116289","tt0113613","tt0119535","tt1220888"
"595","tt0112368","tt0109190","tt0100666","tt0361841"
"596","tt0062952","tt0072417","tt0074749","tt0056930"
"597","tt0115742","tt0110950","tt0120257","tt0099487"
"598","tt0117420","tt0113189","tt0111301","tt0117060"
"599","tt0115951","tt0119632","tt0110598","tt0116442"
"600","tt0117784","tt0109450","tt0109035","tt0107889"
"601","tt0117107","tt0110729","tt0119051","tt0762145"
"602","tt0117979","tt0490084","tt0109068","tt0243736"
"603","tt0095776","tt0115509","tt0113596","tt0043274"
"604","tt0115851","tt0116483","tt0112602","tt0110443"
"605","tt0116322","tt0231402","tt0113497","tt0116151"
"606","tt0109374","tt0113314","tt0110322","tt0110365"
"607","tt0112817","tt0090967","tt0102536","tt0165798"
"608","tt0113362","tt0116209","tt0099334","tt0096332"
"609","tt0073778","tt0068273","tt0069897","tt0071517"
"610","tt0108500","tt0189192","tt0084555","tt0084945"
"611","tt0117108","tt0107048","tt0230030","tt0114571"
"612","tt0118114","tt0099317","tt0120630","tt0312004"
"613","tt0113270","tt0107472","tt0110480","tt0164312"
"614","tt0115963","tt0111418","tt0094701","tt0110148"
"615","tt0116448","tt0103859","tt0099800","tt0213790"
"616","tt0116827","tt0111187","tt0150377","tt0212827"
"617","tt0112701","tt0156841","tt0061648","tt0113448"
"618","tt0116508","tt0104265","tt0100685","tt0116731"
"619","tt0117260","tt0094602","tt0068273","tt0063636"
"620","tt0117500","tt0112442","tt0120591","tt0172156"
"621","tt0109592","tt0114825","tt0116365","tt0117826"
"622","tt0117998","tt0325703","tt0120179","tt0111257"
"623","tt0115624","tt0114367","tt0113481","tt0113492"
"624","tt0113568","tt0347246","tt0100339","tt1480660"
"625","tt0117894","tt0094862","tt0089175","tt0093011"
"626","tt0117723","tt0118708","tt0120901","tt0426592"
"627","tt0112691","tt0108598","tt0104361","tt1118511"
"628","tt0040366","tt0038854","tt0042281","tt0036855"
"629","tt0117768","tt0090056","tt0092086","tt0102603"
"630","tt0115571","tt0296572","tt1411250","tt0134847"
"631","tt0057012","tt0049406","tt0072684","tt0062622"
"632","tt0113849","tt0090219","tt0111712","tt0111590"
"633","tt0113188","tt0112302","tt0112342","tt0112384"
"634","tt0042644","tt0046672","tt0029440","tt0050798"
"635","tt0109688","tt0109424","tt0118694","tt0101258"
"636","tt0110480","tt0107472","tt0113270","tt0164312"
"637","tt0108211","tt0110882","tt0110081","tt0114671"
"638","tt0117331","tt0114048","tt0231402","tt0106965"
"639","tt0117765","tt0110167","tt0071771","tt0099615"
"640","tt0113280","tt0118887","tt0172493","tt0381849"
"641","tt0116669","tt0091738","tt0481797","tt0119978"
"642","tt0116594","tt0404802","tt0144084","tt0113987"
"643","tt0113211","tt0074174","tt0071524","tt0114319"
"644","tt0116992","tt0107472","tt0112646","tt0109339"
"645","tt0117951","tt0111149","tt0163978","tt1010048"
"646","tt0118523","tt0113228","tt0112346","tt0112697"
"647","tt0116629","tt0111282","tt0319262","tt1190080"
"648","tt0117737","tt0100594","tt0065571","tt0070849"
"649","tt0116277","tt0112740","tt0108399","tt0099371"
"650","tt0116583","tt0101414","tt0230011","tt0484439"
"651","tt0115798","tt0110950","tt0196229","tt0942385"
"652","tt0116778","tt0109686","tt0256380","tt0338466"
"653","tt0116213","tt0163983","tt0110475","tt0107889"
"654","tt0117218","tt0119528","tt0144528","tt0109040"
"655","tt0116040","tt0116136","tt0192614","tt0106770"
"656","tt0116365","tt0103873","tt0092610","tt0097858"
"657","tt0116905","tt0376890","tt0101588","tt0105107"
"658","tt0116493","tt0110006","tt0111070","tt0112435"
"659","tt0117333","tt0114924","tt0219854","tt0106611"
"660","tt0118113","tt0436331","tt0258273","tt0878835"
"661","tt0117628","tt0112585","tt0280438","tt0114885"
"662","tt0117913","tt0106856","tt1674784","tt0134273"
"663","tt0115530","tt0125971","tt0114069","tt0109842"
"664","tt0114266","tt0061495","tt0097106","tt0086087"
"665","tt0115493","tt0100813","tt0110557","tt0113497"
"666","tt0116320","tt0105104","tt0120610","tt0113501"
"667","tt0116756","tt0109067","tt0120133","tt0112642"
"668","tt0116823","tt0100449","tt0356634","tt0112499"
"669","tt0118073","tt0112572","tt0155753","tt0120888"
"670","tt0061495","tt0097106","tt0086087","tt0064612"
"671","tt0110246","tt0109454","tt0055850","tt0246765"
"672","tt0112716","tt0113188","tt0118884","tt0120176"
"673","tt0115472","tt0072951","tt0076538","tt0100758"
"674","tt0116707","tt0112896","tt0106220","tt0106505"
"675","tt0116313","tt0160236","tt0087928","tt0124298"
"676","tt0114550","tt0114885","tt0113987","tt0114272"
"677","tt0117438","tt0122151","tt0104714","tt0101393"
"678","tt0116531","tt0110759","tt0130121","tt0162360"
"679","tt0117332","tt0120723","tt1674771","tt0114885"
"680","tt0116353","tt0119906","tt0145734","tt0120797"
"681","tt0115857","tt0406816","tt0106977","tt0094602"
"682","tt0117008","tt0094142","tt0098621","tt0266452"
"683","tt0116191","tt0309912","tt0111590","tt0114924"
"684","tt0115986","tt0403358","tt0409904","tt1502404"
"685","tt0116571","tt0091993","tt0110613","tt0322330"
"686","tt0053459","tt0112288","tt0099763","tt0047034"
"687","tt0117826","tt0114825","tt0114608","tt0109592"
"688","tt0108227","tt0109454","tt0115600","tt0112951"
"689","tt0113080","tt0100842","tt0105411","tt0109093"
"690","tt0117718","tt0111054","tt0279778","tt0414993"
"691","tt0116225","tt0082340","tt0084787","tt0090728"
"692","tt0112767","tt0224578","tt0107617","tt1270842"
"693","tt0115632","tt0247196","tt0401383","tt0113987"
"694","tt0117918","tt0094812","tt0105812","tt0279331"
"695","tt0051980","tt0110299","tt0106473","tt0113952"
"696","tt0068646","tt0071562","tt0099674","tt0078788"
"697","tt0104558","tt0106544","tt0113326","tt0116704"
"698","tt0116985","tt0115906","tt0168449","tt0162346"
"699","tt0114474","tt0136244","tt0120001","tt0111194"
"700","tt0115736","tt1371111","tt0133093","tt0234215"
"701","tt0115836","tt0075223","tt0079336","tt0075409"
"702","tt0101692","tt0113161","tt0111127","tt0115994"
"703","tt0116745","tt0073440","tt0070334","tt0335013"
"704","tt0119214","tt0112342","tt0110657","tt0096487"
"705","tt0110693","tt0113277","tt0112819","tt0113972"
"706","tt0106544","tt0104558","tt0113326","tt0116704"
"707","tt0120004","tt0111438","tt0086837","tt0146675"
"708","tt0116654","tt0060955","tt0104155","tt0056218"
"709","tt0116311","tt0108037","tt0110363","tt0116705"
"710","tt0117965","tt0164181","tt0090756","tt0171359"
"711","tt0115725","tt0110737","tt0093565","tt0112642"
"712","tt0115783","tt0111323","tt0114608","tt0166110"
"713","tt0113596","tt0107952","tt0115509","tt0095776"
"714","tt0094822","tt0248661","tt0101026","tt0119250"
"715","tt0113253","tt0119891","tt0159784","tt0077651"
"716","tt0117991","tt0111590","tt0114924","tt0109484"
"717","tt0117093","tt0127349","tt0102443","tt0099747"
"718","tt0111019","tt0107471","tt0118100","tt1183672"
"719","tt0035896","tt0031381","tt0035211","tt0048947"
"720","tt0032904","tt0030241","tt0027067","tt0024264"
"721","tt0045152","tt0041716","tt0050814","tt0050419"
"722","tt0043278","tt0045537","tt0046807","tt0051658"
"723","tt0050419","tt0043983","tt0045152","tt0056923"
"724","tt0054698","tt0098343","tt0085891","tt0092666"
"725","tt0052357","tt0048728","tt0047396","tt0032484"
"726","tt0047396","tt0052357","tt0048728","tt0058329"
"727","tt0025316","tt0033891","tt0030993","tt0022268"
"728","tt0036855","tt0039335","tt0041090","tt0023948"
"729","tt0025164","tt0027125","tt0029546","tt0027630"
"730","tt0053125","tt0048728","tt0025452","tt0047396"
"731","tt0053604","tt0050658","tt0057187","tt0060424"
"732","tt0053291","tt0053604","tt0057187","tt0060424"
"733","tt0056923","tt0050419","tt0053877","tt0051773"
"734","tt0034583","tt0037166","tt0029843","tt0051818"
"735","tt0033870","tt0040506","tt0040897","tt0042208"
"736","tt0058385","tt0047522","tt0042276","tt0024264"
"737","tt0047437","tt0050658","tt0053604","tt0057187"
"738","tt0046250","tt0060522","tt0035093","tt0036868"
"739","tt0031580","tt0042327","tt0047574","tt0049408"
"740","tt0037059","tt0051658","tt0052126","tt0039066"
"741","tt0032138","tt0031381","tt0028691","tt0032851"
"742","tt0031381","tt0028944","tt0032138","tt0035896"
"743","tt0084370","tt0091541","tt0110516","tt0107478"
"744","tt0043014","tt0037884","tt0046359","tt0043338"
"745","tt0033467","tt0034922","tt0035015","tt0057427"
"746","tt0062622","tt0066921","tt0120663","tt0057012"
"747","tt0042192","tt0039420","tt0056937","tt0046754"
"748","tt0032143","tt0032904","tt0042276","tt0024264"
"749","tt0032976","tt0051207","tt0034248","tt0032484"
"750","tt0032484","tt0052357","tt0032976","tt0048728"
"751","tt0038787","tt0042004","tt0038109","tt0039694"
"752","tt0038109","tt0038787","tt0029811","tt0052357"
"753","tt0050105","tt0028597","tt0031593","tt0029192"
"754","tt0048728","tt0052357","tt0046912","tt0047396"
"755","tt0042451","tt0045537","tt0051658","tt0052126"
"756","tt0045537","tt0043278","tt0046807","tt0051658"
"757","tt0031725","tt0033045","tt0023622","tt0034274"
"758","tt0050658","tt0053604","tt0047437","tt0040367"
"759","tt0051658","tt0043278","tt0045537","tt0052126"
"760","tt0052126","tt0051658","tt0037059","tt0042451"
"761","tt0029843","tt0026174","tt0033028","tt0027438"
"762","tt0032762","tt0033405","tt0050972","tt0031377"
"763","tt0037008","tt0043132","tt0042039","tt0037691"
"764","tt0039420","tt0042192","tt0053318","tt0056937"
"765","tt0029162","tt0038650","tt0025316","tt0031679"
"766","tt0027125","tt0025164","tt0029546","tt0027630"
"767","tt0035446","tt0031725","tt0033045","tt0023622"
"768","tt0028010","tt0029604","tt0033852","tt0027884"
"769","tt0049261","tt0043924","tt0046303","tt0059245"
"770","tt0048028","tt0038190","tt0044081","tt0039416"
"771","tt0025878","tt0027260","tt0031500","tt0031047"
"772","tt0032599","tt0029947","tt0036241","tt0031762"
"773","tt0048960","tt0110647","tt0116552","tt0066817"
"774","tt0038650","tt0030993","tt0029162","tt0031679"
"775","tt0031679","tt0030993","tt0033891","tt0027996"
"776","tt0029947","tt0032599","tt0041498","tt0036241"
"777","tt0034012","tt0035417","tt0043924","tt0046303"
"778","tt0017350","tt0019585","tt0014972","tt0004972"
"779","tt0036094","tt0022208","tt0022286","tt0035272"
"780","tt0025586","tt0029855","tt0037280","tt0029442"
"781","tt0038300","tt0033712","tt0026714","tt0061391"
"782","tt0027893","tt0039305","tt0029442","tt0025586"
"783","tt0041509","tt0054885","tt0056255","tt0045152"
"784","tt0039152","tt0061619","tt0032383","tt0042895"
"785","tt0026029","tt0028231","tt0052357","tt0047396"
"786","tt0038235","tt0053183","tt0040109","tt0020629"
"787","tt0036241","tt0032599","tt0029947","tt0031762"
"788","tt0063350","tt0088993","tt0077402","tt0106664"
"789","tt0043265","tt0046414","tt0040897","tt0068853"
"790","tt0046414","tt0034428","tt0043265","tt0040897"
"791","tt0051459","tt0047162","tt0049061","tt0053793"
"792","tt0047162","tt0051459","tt0049061","tt0053793"
"793","tt0033891","tt0030993","tt0027996","tt0031679"
"794","tt0029855","tt0025586","tt0037280","tt0029442"
"795","tt0022879","tt0033105","tt0030865","tt0029002"
"796","tt0114007","tt0160611","tt0117002","tt0106339"
"797","tt0093229","tt0293662","tt0300620","tt0106936"
"798","tt0118927","tt0113277","tt0112749","tt0112819"
"799","tt0048491","tt0049038","tt0050933","tt0052225"
"800","tt0116329","tt0361715","tt0086005","tt0078872"
"801","tt0118742","tt0117093","tt0114885","tt0113627"
"802","tt0116442","tt0173390","tt0113101","tt0107566"
"803","tt0117011","tt0339135","tt0093435","tt0238552"
"804","tt0117039","tt0120710","tt0476964","tt0110148"
"805","tt0116635","tt0110877","tt0110588","tt0108002"
"806","tt0115678","tt0120823","tt0332285","tt0116041"
"807","tt0116830","tt0092997","tt0281322","tt0088194"
"808","tt0115847","tt0091024","tt0081280","tt0095050"
"809","tt0117603","tt0120768","tt0266465","tt1197624"
"810","tt0115438","tt0179626","tt0097481","tt0473188"
"811","tt0115994","tt0113161","tt0113010","tt0111127"
"812","tt0116259","tt0109297","tt0085615","tt0157583"
"813","tt0116421","tt0110399","tt0242445","tt0113845"
"814","tt0116000","tt0104868","tt0109520","tt0081400"
"815","tt0115862","tt0116287","tt0104348","tt0142192"
"816","tt0072653","tt0078790","tt0077305","tt0069291"
"817","tt0047977","tt0050798","tt0046183","tt0049279"
"818","tt0072951","tt0078158","tt0115472","tt0076538"
"819","tt0064603","tt0075200","tt0071607","tt0058331"
"820","tt0071607","tt0064603","tt0075200","tt0058331"
"821","tt0050798","tt0052722","tt0056095","tt0053994"
"822","tt0055277","tt0054195","tt0061791","tt0029947"
"823","tt0054195","tt0055277","tt0039111","tt0061791"
"824","tt0107131","tt0075807","tt0120595","tt0205461"
"825","tt0053271","tt0054594","tt0054649","tt0057518"
"826","tt0054357","tt0059797","tt0056197","tt0084504"
"827","tt0059793","tt0062737","tt0064603","tt0058331"
"828","tt0046672","tt0061584","tt0042644","tt0060397"
"829","tt0106611","tt0219854","tt0103596","tt0368891"
"830","tt0109127","tt0093148","tt0120512","tt0112642"
"831","tt0042332","tt0048280","tt0046183","tt0040580"
"832","tt0063819","tt0076363","tt0065421","tt0057546"
"833","tt0038166","tt0032910","tt0033563","tt0032455"
"834","tt0057546","tt0065421","tt0061852","tt0055254"
"835","tt0102798","tt0114898","tt0245844","tt0110944"
"836","tt0058331","tt0064603","tt0062737","tt0071607"
"837","tt0033563","tt0032910","tt0032455","tt0038166"
"838","tt0076538","tt0057197","tt0060782","tt0115472"
"839","tt0066817","tt0064603","tt0071607","tt0058331"
"840","tt0043274","tt0046183","tt0042332","tt0048280"
"841","tt0082406","tt0088814","tt0076618","tt0111333"
"842","tt0116361","tt0284929","tt0114681","tt0115734"
"843","tt0059742","tt0051758","tt0049778","tt0043456"
"844","tt0095016","tt0112864","tt0099423","tt0099810"
"845","tt0104692","tt0113303","tt0114857","tt0445965"
"846","tt0118044","tt0120112","tt0332280","tt0426883"
"847","tt0117582","tt0112637","tt0119791","tt0163988"
"848","tt0117589","tt0286261","tt2473794","tt0118818"
"849","tt0117887","tt1583420","tt0117615","tt0069704"
"850","tt0117924","tt0118055","tt0099653","tt0117509"
"851","tt0117791","tt0107943","tt0093512","tt0200669"
"852","tt0115640","tt0114885","tt0113537","tt0115639"
"853","tt0116908","tt0149261","tt0091313","tt0896798"
"854","tt0116409","tt0109303","tt0107286","tt0120738"
"855","tt0116913","tt0110057","tt0386032","tt1972663"
"856","tt0117958","tt0385056","tt0480269","tt0113677"
"857","tt0117202","tt0120890","tt0107473","tt0099763"
"858","tt0116404","tt0112688","tt0116414","tt0124718"
"859","tt0116722","tt0218378","tt0345061","tt0120490"
"860","tt0116242","tt0113819","tt0079522","tt0104466"
"861","tt0115600","tt0109454","tt0108227","tt0112951"
"862","tt0117509","tt0203009","tt0455824","tt1343092"
"863","tt0117802","tt0139239","tt0227005","tt0356910"
"864","tt0117665","tt0109635","tt0120885","tt0083833"
"865","tt0116714","tt0120757","tt0113014","tt0090329"
"866","tt0115491","tt0107952","tt0113198","tt0111333"
"867","tt0029546","tt0025164","tt0027125","tt0027630"
"868","tt0028757","tt0028333","tt0025164","tt0027125"
"869","tt0039286","tt0037101","tt0043955","tt0037615"
"870","tt0037101","tt0037615","tt0039286","tt0040723"
"871","tt0044863","tt0023458","tt0043955","tt0021156"
"872","tt0109823","tt0018578","tt0059113","tt0087980"
"873","tt0067992","tt0113670","tt0108071","tt0101414"
"874","tt0055018","tt0086336","tt0057129","tt0032818"
"875","tt0070707","tt0107507","tt0075686","tt0073312"
"876","tt0066808","tt0068555","tt0107507","tt0070707"
"877","tt0095159","tt0119115","tt0044829","tt0099819"
"878","tt0079470","tt0085959","tt0071853","tt0084352"
"879","tt0084865","tt0065611","tt0063415","tt0085891"
"880","tt0068334","tt0074174","tt0109480","tt0111094"
"881","tt0059243","tt0053143","tt0055895","tt0057413"
"882","tt0061418","tt0051849","tt0073453","tt0065988"
"883","tt0052027","tt0031973","tt0057115","tt0045162"
"884","tt0046912","tt0048728","tt0045897","tt0044079"
"885","tt0113731","tt0108328","tt0058604","tt0297721"
"886","tt0092890","tt0099653","tt0105417","tt0210616"
"887","tt0105236","tt0110912","tt0119396","tt0378194"
"888","tt0091763","tt0096969","tt0113987","tt0110632"
"889","tt0098627","tt0112602","tt0083944","tt0079640"
"890","tt0103772","tt0100802","tt0093870","tt0260866"
"891","tt0101761","tt0113987","tt0107096","tt0096969"
"892","tt0104036","tt0091538","tt0172396","tt0281820"
"893","tt0104348","tt0116287","tt0115862","tt0142192"
"894","tt0084707","tt0083006","tt0104006","tt0118972"
"895","tt0083866","tt0075860","tt0102057","tt0086491"
"896","tt0029992","tt0037832","tt0113419","tt0113089"
"897","tt0099371","tt0116277","tt0092099","tt0112740"
"898","tt0092099","tt0108399","tt0099371","tt0112740"
"899","tt0048545","tt0055047","tt0044863","tt0042593"
"900","tt0044081","tt0047296","tt0048028","tt0038190"
"901","tt0115885","tt0118643","tt0113690","tt0110604"
"902","tt0117040","tt0301727","tt0765128","tt0113212"
"903","tt0117284","tt0282768","tt0113845","tt0113161"
"904","tt0115580","tt0107050","tt0212346","tt0251127"
"905","tt0116378","tt0112288","tt0103759","tt0106660"
"906","tt0113057","tt1753813","tt0157208","tt1258120"
"907","tt0116581","tt0485947","tt0105652","tt0070506"
"908","tt0112907","tt0113627","tt0114885","tt0113277"
"909","tt0117318","tt0086879","tt0125664","tt0455957"
"910","tt0116422","tt0118842","tt0137338","tt0188863"
"911","tt0117320","tt1331025","tt0112646","tt0107472"
"912","tt0082846","tt0088007","tt0101902","tt0079826"
"913","tt0072081","tt0078163","tt0075066","tt0058586"
"914","tt0101775","tt0116669","tt0099700","tt0102250"
"915","tt0096754","tt0090605","tt0088247","tt0120338"
"916","tt0080749","tt0113409","tt0077651","tt0114852"
"917","tt0082340","tt0116225","tt0084787","tt0096256"
"918","tt0082533","tt0078087","tt0087363","tt0099700"
"919","tt0091288","tt0091480","tt0119586","tt0107002"
"920","tt0091480","tt0091288","tt0119586","tt0107002"
"921","tt0111357","tt0061495","tt0054698","tt0045061"
"922","tt0081375","tt0088326","tt0097235","tt0110613"
"923","tt0071853","tt0085959","tt0079470","tt0081633"
"924","tt0117677","tt0085809","tt0120661","tt0251739"
"925","tt0118147","tt0076104","tt0460766","tt0108515"
"926","tt0108598","tt0112691","tt0104361","tt1118511"
"927","tt0084589","tt0109206","tt0103110","tt0077318"
"928","tt0040427","tt0039881","tt0040723","tt0039748"
"929","tt0040723","tt0039748","tt0039881","tt0040427"
"930","tt0039881","tt0040427","tt0040723","tt0039748"
"931","tt0034493","tt0040522","tt0045274","tt0054749"
"932","tt0078875","tt0073858","tt0120782","tt0099731"
"933","tt0069198","tt0107983","tt0099951","tt0102288"
"934","tt0116059","tt0091653","tt0163187","tt0093693"
"935","tt0115610","tt0101492","tt0114852","tt0116367"
"936","tt0099028","tt0141986","tt0074605","tt0303297"
"937","tt0112483","tt0113277","tt0112819","tt0113010"
"938","tt0103850","tt0112818","tt0150216","tt0119807"
"939","tt0095765","tt0114808","tt0120731","tt0213847"
"940","tt0097108","tt0114134","tt0083851","tt0092929"
"941","tt0101700","tt0112682","tt1149361","tt0118583"
"942","tt0101765","tt0111495","tt0108394","tt0111507"
"943","tt0101811","tt0092545","tt0088987","tt0109831"
"944","tt0050825","tt0093058","tt0049406","tt0054331"
"945","tt0099703","tt0301199","tt0087414","tt0146882"
"946","tt0102014","tt0113133","tt1626146","tt0119670"
"947","tt0116209","tt0443456","tt0159365","tt0134119"
"948","tt0102426","tt0326977","tt0075040","tt0170705"
"949","tt0097937","tt0107207","tt0118760","tt0099566"
"950","tt0098724","tt0114788","tt0120780","tt0165854"
"951","tt0105107","tt0116905","tt0164085","tt0093509"
"952","tt0105488","tt0117509","tt0203009","tt0455824"
"953","tt0096257","tt0077598","tt0083281","tt1704619"
"954","tt0101026","tt0095675","tt0103030","tt0275491"
"955","tt0102370","tt0111732","tt0138563","tt0236216"
"956","tt0100332","tt0109508","tt0114805","tt0112651"
"957","tt0073486","tt0117318","tt0086879","tt0125664"
"958","tt0078446","tt0082163","tt0080520","tt0087042"
"959","tt0080684","tt0086190","tt0076759","tt0086006"
"960","tt0093779","tt0110687","tt0825232","tt1839654"
"961","tt0082971","tt0087469","tt0367882","tt0097576"
"962","tt0088846","tt0114746","tt0101889","tt0410764"
"963","tt0090605","tt0088247","tt0103064","tt0111503"
"964","tt0060196","tt0059578","tt0058461","tt0064116"
"965","tt0094336","tt0097531","tt0376136","tt0104549"
"966","tt0050083","tt0071877","tt0107057","tt0119783"
"967","tt0056172","tt0050212","tt0087892","tt0040662"
"968","tt0066921","tt0049406","tt0048254","tt0056193"
"969","tt0056592","tt0102388","tt0067803","tt0050383"
"970","tt0078788","tt0068646","tt0071562","tt0093073"
"971","tt0064116","tt0060196","tt0058461","tt0059578"
"972","tt0086190","tt0080684","tt0076759","tt2488496"
"973","tt0093191","tt0101458","tt0099653","tt0117924"
"974","tt0041959","tt0040338","tt0039677","tt0032842"
"975","tt0099685","tt0112641","tt0081398","tt0070379"
"976","tt0078748","tt0083658","tt1446714","tt0090605"
"977","tt0106308","tt0092991","tt0083907","tt0219699"
"978","tt0095250","tt0119116","tt0110413","tt0151137"
"979","tt0089881","tt0080979","tt0056443","tt0055630"
"980","tt0097202","tt0104684","tt0101020","tt0092263"
"981","tt0054215","tt0052357","tt0047396","tt0048728"
"982","tt0080455","tt0109254","tt0118747","tt0104511"
"983","tt0071562","tt0099674","tt0068646","tt0078788"
"984","tt0093058","tt0050825","tt0081505","tt0120663"
"985","tt0104361","tt0112691","tt0108598","tt1118511"
"986","tt0097499","tt1205537","tt0101669","tt0109836"
"987","tt0086879","tt0455957","tt0117318","tt0125664"
"988","tt0045061","tt0057007","tt0049730","tt0048312"
"989","tt0087843","tt0112641","tt0099685","tt0058461"
"990","tt0081398","tt0112641","tt0099685","tt0090863"
"991","tt0075686","tt0107507","tt0070707","tt0079522"
"992","tt0086197","tt0112384","tt0107969","tt0096332"
"993","tt0079944","tt0060107","tt0069293","tt0056111"
"994","tt0082096","tt0114069","tt0107206","tt0118571"
"995","tt0070735","tt0064115","tt0095188","tt0076723"
"996","tt0067185","tt0078841","tt0073692","tt0070290"
"997","tt0103130","tt0109093","tt0100842","tt0113080"
